Name,W,L,ERA,G,GS,SV,IP,H,HR,BB,SO
Kevin McGlinchy\mcglike01,7,3,2.82,64,0,0,70.1,66,6,30,67
Greg McMichael\mcmicgr01,1,1,5.08,36,0,0,33.2,35,6,20,21
Greg McMichael\mcmicgr01,1,1,4.82,19,0,0,18.2,20,3,8,18
Greg McMichael\mcmicgr01,0,0,5.4,17,0,0,15,15,3,12,3
Brian McNichol*\mcnicbr01,0,2,6.75,4,2,0,10.2,15,4,7,12
Brian Meadows\meadobr01,11,15,5.6,31,31,0,178.1,214,31,57,72
Gil Meche\mechegi01,8,4,4.73,16,15,0,85.2,73,9,57,47
Jim Mecir\mecirji01,0,1,2.61,17,0,0,20.2,15,0,14,15
Rafael Medina\medinra01,1,1,5.79,20,0,0,23.1,20,3,20,16
Ramiro Mendoza\mendora01,9,9,4.29,53,6,3,123.2,141,13,27,80
Kent Mercker*\merckke01,8,5,4.8,30,23,0,129.1,148,16,64,81
Kent Mercker*\merckke01,6,5,5.12,25,18,0,103.2,125,16,51,64
Kent Mercker*\merckke01,2,0,3.51,5,5,0,25.2,23,0,13,17
Jose Mesa\mesajo01,3,6,4.98,68,0,33,68.2,84,11,40,42
Dan Miceli\micelda01,4,5,4.46,66,0,2,68.2,67,7,36,59
Kurt Miller\milleku01,0,0,18,4,0,0,3,6,1,3,1
Travis Miller*\milletr01,2,2,2.72,52,0,0,49.2,55,3,16,40
Trever Miller*\milletr02,3,2,5.07,47,0,1,49.2,58,6,29,37
Wade Miller\millewa04,0,1,9.58,5,1,0,10.1,17,4,5,8
Alan Mills\millsal01,3,4,3.73,68,0,0,72.1,70,10,43,49
Kevin Millwood\millwke01,18,7,2.68,33,33,0,228,168,24,59,205
Eric Milton*\miltoer01,7,11,4.49,34,34,0,206.1,190,28,63,163
Steve Mintz\mintzst01,0,0,3.6,3,0,0,5,8,1,2,2
Dave Mlicki\mlickda01,14,13,4.61,33,31,0,199,219,25,72,120
Dave Mlicki\mlickda01,0,1,4.91,2,0,0,7.1,10,1,2,1
Dave Mlicki\mlickda01,14,12,4.6,31,31,0,191.2,209,24,70,119
Brian Moehler\moehlbr01,10,16,5.04,32,32,0,196.1,229,22,59,106
Mike Mohler*\mohlemi01,1,1,4.38,48,0,1,49.1,47,3,23,31
Gabe Molina\molinga01,1,2,6.65,20,0,0,23,22,4,16,14
Jeff Montgomery\montgje01,1,4,6.84,49,0,12,51.1,72,7,21,27
Steve Montgomery\montgst01,1,5,3.34,53,0,3,64.2,54,10,31,55
Orber Moreno\morenor01,0,0,5.63,7,0,0,8,4,1,6,7
Mike Morgan\morgami01,13,10,6.24,34,25,0,140,184,25,48,61
Alvin Morman*\mormaal01,2,4,4.05,49,0,1,53.1,66,6,23,31
Jim Morris*\morrija03,0,0,5.79,5,0,0,4.2,3,1,2,3
Guillermo Mota\motagu01,2,4,2.93,51,0,0,55.1,54,5,25,27
Jamie Moyer*\moyerja01,14,8,3.87,32,32,0,228,235,23,48,137
Terry Mulholland*\mulhote01,10,8,4.39,42,24,1,170.1,201,21,45,83
Terry Mulholland*\mulhote01,6,6,5.15,26,16,0,110,137,16,32,44
Terry Mulholland*\mulhote01,4,2,2.98,16,8,1,60.1,64,5,13,39
Mike Munoz*\munozmi01,2,1,3.93,56,0,1,52.2,52,5,18,27
Peter Munro\munrope01,0,2,6.02,31,2,0,55.1,70,6,23,38
Dan Murray\murrada02,0,0,7.84,5,0,0,10.1,13,4,6,9
Dan Murray\murrada02,0,0,13.5,1,0,0,2,4,0,2,1
Dan Murray\murrada02,0,0,6.48,4,0,0,8.1,9,4,4,8
Heath Murray*\murrahe01,0,4,5.76,22,8,0,50,60,7,26,25
Mike Mussina\mussimi01,18,7,3.5,31,31,0,203.1,207,16,52,172
Mike Myers*\myersmi01,2,1,5.23,71,0,0,41.1,46,7,13,35
Rodney Myers\myersro01,3,1,4.38,46,0,0,63.2,71,10,25,41
Aaron Myette\myettaa01,0,2,6.32,4,3,0,15.2,17,2,14,11
Charles Nagy\nagych01,17,11,4.95,33,32,0,202,238,26,59,126
Joe Nathan\nathajo01,7,4,4.18,19,14,1,90.1,84,17,46,54
Dan Naulty\naultda01,1,0,4.38,33,0,0,49.1,40,8,22,25
Jaime Navarro\navarja01,8,13,6.09,32,27,0,159.2,206,29,71,74
Denny Neagle*\neaglde01,9,5,4.27,20,19,0,111.2,95,23,40,76
Jeff Nelson\nelsoje01,2,1,4.15,39,0,1,30.1,27,2,22,35
Robb Nen\nenro01,3,8,3.98,72,0,37,72.1,79,8,27,77
Alan Newman*\newmaal02,2,2,6.89,18,0,0,15.2,22,2,9,20
C.J. Nitkowski*\nitkoc.01,4,5,4.3,68,7,0,81.2,63,11,45,66
Hideo Nomo\nomohi01,12,8,4.54,28,28,0,176.1,173,27,78,161
Vladimir Nunez\nunezvl01,7,10,4.06,44,12,1,108.2,95,11,54,86
Vladimir Nunez\nunezvl01,3,2,2.91,27,0,1,34,29,2,20,28
Vladimir Nunez\nunezvl01,4,8,4.58,17,12,0,74.2,66,9,34,58
Chad Ogea\ogeach01,6,12,5.63,36,28,0,168,192,36,61,77
Tomo Ohka\ohkato01,1,2,6.23,8,2,0,13,21,2,6,8
Kirt Ojala*\ojalaki01,0,1,14.34,8,1,0,10.2,21,1,6,5
Omar Olivares\olivaom01,15,11,4.16,32,32,0,205.2,217,19,81,85
Omar Olivares\olivaom01,8,9,4.05,20,20,0,131,135,11,49,49
Omar Olivares\olivaom01,7,2,4.34,12,12,0,74.2,82,8,32,36
Darren Oliver*\oliveda02,9,9,4.26,30,30,0,196.1,197,16,74,119
Gregg Olson\olsongr01,9,4,3.71,61,0,14,60.2,54,9,25,45
Mike Oquist\oquismi01,9,10,5.37,28,24,0,140.2,158,18,64,89
Jesse Orosco*\oroscje01,0,2,5.34,65,0,1,32,28,5,20,35
Ramon Ortiz\ortizra02,2,3,6.52,9,9,0,48.1,50,7,25,44
Russ Ortiz\ortizru01,18,9,3.81,33,33,0,207.2,189,24,125,164
Donovan Osborne*\osbordo01,1,3,5.52,6,6,0,29.1,34,4,10,21
Keith Osik\osikke01,0,0,36,1,0,0,1,2,0,2,1
Antonio Osuna\osunaan01,0,0,7.71,5,0,0,4.2,4,0,3,5
Vicente Padilla\padilvi01,0,1,16.88,5,0,0,2.2,7,1,3,0
Lance Painter*\paintla01,4,5,4.83,56,4,1,63.1,63,6,25,56
Jose Paniagua\paniajo01,6,11,4.06,59,0,3,77.2,75,5,52,74
Chan Ho Park\parkch01,13,11,5.23,33,33,0,194.1,208,31,100,174
Jim Parque*\parquji01,9,15,5.13,31,30,0,173.2,210,23,79,111
Steve Parris\parrist01,11,4,3.5,22,21,0,128.2,124,16,52,86
Bronswell Patrick\patribr01,1,0,10.13,6,0,1,5.1,9,1,3,6
Danny Patterson\patteda04,2,0,5.67,53,0,0,60.1,77,5,19,43
Carl Pavano\pavanca01,6,8,5.63,19,18,0,104,117,8,35,70
Jesus Pena*\penaje01,0,0,5.31,26,0,0,20.1,21,3,23,20
Juan Pena\penaju01,2,0,0.69,2,2,0,13,9,0,3,15
Troy Percival\percitr01,4,6,3.79,60,0,31,57,38,9,22,58
Carlos Perez*\perezca01,2,10,7.43,17,16,0,89.2,116,23,39,40
Odalis Perez*\perezod01,4,6,6,18,17,0,93,100,12,53,82
Yorkis Perez*\perezyo01,3,1,3.94,35,0,0,32,29,4,15,26
Matt Perisho*\perisma01,0,0,2.61,4,1,0,10.1,8,0,2,17
Dan Perkins\perkida01,1,7,6.54,29,12,0,86.2,117,14,43,44
Robert Person\persoro01,10,7,4.68,42,22,2,148,139,24,85,139
Robert Person\persoro01,0,2,9.82,11,0,2,11,9,1,15,12
Robert Person\persoro01,10,5,4.27,31,22,0,137,130,23,70,127
Chris Peters*\peterch01,5,4,6.59,19,11,0,71,98,17,27,46
Kyle Peterson\peterky01,4,7,4.56,17,12,0,77,87,3,25,34
Mark Petkovsek\petkoma01,10,4,3.47,64,0,1,83,85,6,21,43
Andy Pettitte*\pettian01,14,11,4.7,31,31,0,191.2,216,20,89,121
Jason Phillips\phillja03,0,0,11.57,6,0,0,7,11,2,6,7
Marc Pisciotta\piscima01,0,2,8.64,8,0,0,8.1,9,1,10,3
Jim Pittsley\pittsji01,1,3,6,20,5,0,42,53,5,25,20
Jim Pittsley\pittsji01,1,2,6.94,5,5,0,23.1,33,2,15,7
Jim Pittsley\pittsji01,0,1,4.82,15,0,0,18.2,20,3,10,13
Dan Plesac*\plesada01,2,4,5.89,64,0,1,44.1,50,7,17,53
Dan Plesac*\plesada01,0,3,8.34,30,0,0,22.2,28,4,9,26
Dan Plesac*\plesada01,2,1,3.32,34,0,1,21.2,22,3,8,27
Eric Plunk\plunker01,4,4,5.02,68,0,0,75.1,71,15,43,63
Cliff Politte\politcl01,1,0,7.13,13,0,0,17.2,19,2,15,15
Sidney Ponson\ponsosi01,12,12,4.71,32,32,0,210,227,35,80,112
Jim Poole*\pooleji02,2,1,4.71,54,0,1,36.1,50,3,18,22
Jim Poole*\pooleji02,1,1,4.33,51,0,1,35.1,48,3,15,22
Jim Poole*\pooleji02,1,0,18,3,0,0,1,2,0,3,0
Mark Portugal\portuma01,7,12,5.51,31,27,0,150.1,179,28,41,79
Mike Porzio*\porzimi01,0,0,8.59,16,0,0,14.2,21,5,10,10
Lou Pote\potelo01,1,1,2.15,20,0,3,29.1,23,1,12,20
Jay Powell\powelja04,5,4,4.32,67,0,4,75,82,3,40,77
Jeremy Powell\powelje01,4,8,4.73,17,17,0,97,113,14,44,44
Bill Pulsipher*\pulsibi01,5,6,5.98,19,16,0,87.1,100,19,36,42
Paul Quantrill\quantpa01,3,2,3.33,41,0,0,48.2,53,5,17,28
Scott Radinsky*\radinsc01,2,1,4.88,43,0,3,27.2,27,2,18,17
Brad Radke\radkebr01,12,14,3.75,33,33,0,218.2,239,28,44,121
Rob Radlosky\radloro01,0,1,12.46,7,0,0,8.2,15,7,4,3
Steve Rain\rainst01,0,1,9.2,16,0,0,14.2,28,1,7,12
Jason Rakers\rakerja01,0,0,4.5,1,0,0,2,2,1,1,0
Hector Ramirez\ramirhe01,1,2,3.43,15,0,0,21,19,1,11,9
Roberto Ramirez*\ramirro01,1,5,8.26,32,4,1,40.1,68,8,22,32
Robert Ramsay*\ramsaro01,0,2,6.38,6,3,0,18.1,23,3,9,11
Pat Rapp\rapppa01,6,7,4.12,37,26,0,146.1,147,13,69,90
Gary Rath*\rathga01,0,1,11.57,5,1,0,4.2,6,1,5,1
Ken Ray\rayke01,1,0,8.74,13,0,0,11.1,23,2,6,0
Mark Redman*\redmama01,1,0,8.53,5,1,0,12.2,17,3,7,11
Rick Reed\reedri01,11,5,4.58,26,26,0,149.1,163,23,47,104
Steve Reed\reedst01,3,2,4.23,63,0,0,61.2,69,10,20,44
Dan Reichert\reichda01,2,2,9.08,8,8,0,36.2,48,2,32,20
Bryan Rekar\rekarbr01,6,6,5.8,27,12,0,94.2,121,14,41,55
Mike Remlinger*\remlimi01,10,1,2.37,73,0,1,83.2,66,9,35,81
Alberto Reyes\reyesal01,4,3,4.52,53,0,0,65.2,50,9,41,67
Alberto Reyes\reyesal01,2,0,4.25,26,0,0,36,27,5,25,39
Alberto Reyes\reyesal01,2,3,4.85,27,0,0,29.2,23,4,16,28
Carlos Reyes\reyesca01,2,4,3.72,65,0,1,77.1,76,11,24,57
Dennys Reyes*\reyesde01,2,2,3.79,65,1,2,61.2,53,5,39,72
Shane Reynolds\reynosh01,16,14,3.85,35,35,0,231.2,250,23,37,197
Armando Reynoso\reynoar02,10,6,4.37,31,27,0,167,178,20,67,79
Arthur Rhodes*\rhodear01,3,4,5.43,43,0,3,53,43,9,45,59
Brad Rigby\rigbybr01,4,6,5.06,49,0,0,83.2,102,11,31,36
Brad Rigby\rigbybr01,3,4,4.33,29,0,0,62.1,69,5,26,26
Brad Rigby\rigbybr01,1,2,7.17,20,0,0,21.1,33,6,5,10
Matt Riley*\rileyma01,0,0,7.36,3,3,0,11,17,4,13,6
Ricardo Rincon*\rincori01,2,3,4.43,59,0,0,44.2,41,6,24,30
David Riske\riskeda01,1,1,8.36,12,0,0,14,20,2,6,16
Todd Ritchie\ritchto01,15,9,3.49,28,26,0,172.2,169,17,54,107
Mariano Rivera\riverma01,4,3,1.83,66,0,45,69,43,2,18,52
Roberto Rivera*\riverro01,1,2,3.86,12,0,0,7,6,1,3,3
Todd Rizzo*\rizzoto01,0,2,6.75,3,0,0,1.1,4,0,3,2
Willis Roberts\roberwi01,0,0,13.5,1,0,0,1.1,3,0,0,0
John Rocker*\rockejo01,4,5,2.49,74,0,38,72.1,47,5,37,104
Felix Rodriguez\rodrife01,2,3,3.8,47,0,0,66.1,67,6,29,55
Frankie Rodriguez\rodrifr02,2,4,5.65,28,5,3,73.1,94,11,30,47
Nerio Rodriguez\rodrine01,0,1,13.5,2,0,0,2,2,2,2,2
Rich Rodriguez*\rodriri02,3,0,5.24,62,0,0,56.2,60,8,28,44
Kenny Rogers*\rogerke01,10,4,4.19,31,31,0,195.1,206,16,69,126
Kenny Rogers*\rogerke01,5,3,4.3,19,19,0,119.1,135,8,41,68
Kenny Rogers*\rogerke01,5,1,4.03,12,12,0,76,71,8,28,58
Mel Rojas\rojasme01,0,0,18,13,0,0,14,22,6,9,10
Mel Rojas\rojasme01,0,0,14.09,8,0,0,7.2,10,3,5,4
Mel Rojas\rojasme01,0,0,12.6,5,0,0,5,5,3,3,3
Mel Rojas\rojasme01,0,0,22.74,5,0,0,6.1,12,3,4,6
Mel Rojas\rojasme01,0,0,16.88,3,0,0,2.2,5,0,2,1
Mike Romano\romanmi01,0,0,11.81,3,0,0,5.1,8,1,5,3
J.C. Romero*\romerj.01,0,0,3.72,5,0,0,9.2,13,0,0,4
Rafael Roque*\roquera01,1,6,5.34,43,9,1,84.1,96,16,42,66
Jose Rosado*\rosadjo01,10,14,3.85,33,33,0,208,197,24,72,141
Brian Rose\rosebr01,7,6,4.87,22,18,0,98,112,19,29,51
Kirk Rueter*\rueteki01,15,10,5.41,33,33,0,184.2,219,28,55,94
Sean Runyan*\runyase01,0,1,3.38,12,0,0,10.2,9,2,3,6
Ryan Rupe\rupery01,8,9,4.55,24,24,0,142.1,136,17,57,97
Glendon Rusch*\ruschgl01,0,1,12.6,4,0,0,5,8,1,3,4
Glendon Rusch*\ruschgl01,0,1,15.75,3,0,0,4,7,1,3,4
Glendon Rusch*\ruschgl01,0,0,0,1,0,0,1,1,0,0,0
B.J. Ryan*\ryanb.01,1,0,3.1,14,0,0,20.1,13,0,13,29
B.J. Ryan*\ryanb.01,0,0,4.5,1,0,0,2,4,0,1,1
B.J. Ryan*\ryanb.01,1,0,2.95,13,0,0,18.1,9,0,12,28
Jason Ryan\ryanja04,1,4,4.87,8,8,0,40.2,46,9,17,15
Ken Ryan\ryanke01,1,2,6.32,15,0,0,15.2,16,2,11,9
Erik Sabel\sabeler01,0,0,6.52,7,0,0,9.2,12,1,6,6
Bret Saberhagen\saberbr01,10,6,2.95,22,22,0,119,122,11,11,81
Benj Sampson*\sampsbe01,3,2,8.11,30,4,0,71,107,17,34,56
Jesus Sanchez*\sanchje01,5,7,6.01,59,10,0,76.1,84,16,60,62
Scott Sanders\sandesc02,4,7,5.52,67,6,2,104.1,112,19,53,89
Julio Santana\santaju01,1,4,7.32,22,5,0,55.1,66,10,32,34
Marino Santana\santama01,0,0,15.75,3,0,0,4,8,3,3,4
Jose Santiago\santijo03,3,4,3.42,34,0,2,47.1,46,7,14,15
Scott Sauerbeck*\sauersc01,4,1,2,65,0,2,67.2,53,6,38,55
Tony Saunders*\saundto01,3,3,6.43,9,9,0,42,53,6,29,30
Aaron Scheffer\schefaa01,0,0,1.93,4,0,0,4.2,6,0,3,4
Curt Schilling\schilcu01,15,6,3.54,24,24,0,180.1,159,25,44,152
Jason Schmidt\schmija01,13,11,4.19,33,33,0,212.2,219,24,85,148
Scott Schoeneweis*\schoesc01,1,1,5.49,31,0,0,39.1,47,4,14,22
Pete Schourek*\schoupe01,4,7,5.34,30,17,0,113,128,20,49,94
Steve Schrenk\schrest02,1,3,4.29,32,2,1,50.1,41,6,14,36
Rudy Seanez\seaneru01,6,1,3.35,56,0,3,53.2,47,3,21,41
Aaron Sele\seleaa01,18,9,4.79,33,33,0,205,244,21,70,186
Dan Serafini*\serafda01,3,2,6.93,42,4,1,62.1,86,9,32,17
Scott Service\servisc01,5,5,6.09,68,0,8,75.1,87,13,42,68
Jeff Shaw\shawje01,2,4,2.78,64,0,34,68,64,6,15,43
Paul Shuey\shueypa01,8,5,3.53,72,0,6,81.2,68,8,40,103
Anthony Shumaker*\shumaan01,0,3,5.96,8,4,0,22.2,23,3,14,17
Jose Silva\silvajo01,2,8,5.73,34,12,4,97.1,108,10,39,77
Bill Simas\simasbi01,6,3,3.75,70,0,2,72,73,6,32,41
Steve Sinclair*\sinclst01,0,1,6.52,21,0,0,19.1,22,5,14,18
Steve Sinclair*\sinclst01,0,0,12.71,3,0,0,5.2,7,4,4,3
Steve Sinclair*\sinclst01,0,1,3.95,18,0,0,13.2,15,1,10,15
Mike Sirotka*\sirotmi01,11,13,4,32,32,0,209,236,24,57,125
Heathcliff Slocumb\slocuhe01,3,2,3.77,50,0,2,62,64,5,39,60
Heathcliff Slocumb\slocuhe01,0,0,12.46,10,0,0,8.2,15,2,9,12
Heathcliff Slocumb\slocuhe01,3,2,2.36,40,0,2,53.1,49,3,30,48
Joe Slusarski\slusajo01,0,0,0,3,0,0,3.2,1,0,3,3
J.D. Smart\smartj.01,0,1,5.02,29,0,0,52,56,4,17,21
Dan Smith\smithda07,4,9,6.02,20,17,0,89.2,104,12,39,72
John Smoltz\smoltjo01,11,8,3.19,29,29,0,186.1,168,14,40,156
John Snyder\snydejo02,9,12,6.68,25,25,0,129.1,167,27,49,67
Clint Sodowsky\sodowcl01,0,1,15.63,3,1,0,6.1,15,1,6,2
Jeff Sparks\sparkje01,0,0,5.4,8,0,1,10,6,1,12,17
Steve Sparks\sparkst01,5,11,5.42,28,26,0,147.2,165,21,82,73
Justin Speier\speieju01,0,0,5.65,19,0,0,28.2,28,8,13,22
Sean Spencer*\spencse01,0,0,21.6,2,0,0,1.2,5,0,3,2
Stan Spencer\spencst02,0,7,9.16,9,8,0,38.1,56,11,11,36
Paul Spoljaric*\spoljpa01,2,5,6.26,42,5,0,73.1,85,10,39,73
Paul Spoljaric*\spoljpa01,0,3,15.09,5,3,0,11.1,23,1,7,10
Paul Spoljaric*\spoljpa01,2,2,4.65,37,2,0,62,62,9,32,63
Jerry Spradlin\spradje01,3,1,4.87,63,0,0,61,65,5,32,54
Jerry Spradlin\spradje01,0,0,18,4,0,0,3,6,1,3,2
Jerry Spradlin\spradje01,3,1,4.19,59,0,0,58,59,4,29,52
Dennis Springer\sprinde01,6,16,4.86,38,29,1,196.1,231,23,64,83
Russ Springer\sprinru01,2,1,3.42,49,0,1,47.1,31,5,22,49
Mike Stanton*\stantmi02,2,2,4.33,73,1,0,62.1,71,5,18,59
Denny Stark\starkde01,0,0,9.95,5,0,0,6.1,10,0,4,4
Blake Stein\steinbl01,1,2,4.56,13,12,0,73,65,11,47,47
Blake Stein\steinbl01,0,0,16.88,1,1,0,2.2,6,1,6,4
Blake Stein\steinbl01,1,2,4.09,12,11,0,70.1,59,10,41,43
Garrett Stephenson\stephga01,6,3,4.22,18,12,0,85.1,90,11,29,59
Dave Stevens\steveda01,0,0,10,5,0,0,9,10,1,8,6
Todd Stottlemyre\stottto01,6,3,4.09,17,17,0,101.1,106,12,40,74
Scott Strickland\stricsc02,0,1,4.5,17,0,0,18,15,3,11,23
Everett Stull\stullev01,0,0,13.5,1,0,0,0.2,2,0,2,0
Tanyon Sturtze\sturtta01,0,0,0,1,1,0,6,4,0,2,2
Scott Sullivan\sullisc01,5,4,3.01,79,0,3,113.2,88,10,47,78
Jeff Suppan\suppaje01,10,12,4.53,32,32,0,208.2,222,28,62,103
Mac Suzuki\suzukma01,2,5,6.79,38,13,0,110,124,16,64,68
Mac Suzuki\suzukma01,0,2,9.43,16,4,0,42,47,7,34,32
Mac Suzuki\suzukma01,2,3,5.16,22,9,0,68,77,9,30,36
Greg Swindell*\swindgr01,4,0,2.51,63,0,1,64.2,54,8,21,51
Jeff Tam\tamje01,0,0,5.4,10,0,0,11.2,8,3,4,8
Jeff Tam\tamje01,0,0,81,1,0,0,0.1,2,0,1,0
Jeff Tam\tamje01,0,0,3.18,9,0,0,11.1,6,3,3,8
Kevin Tapani\tapanke01,6,12,4.83,23,23,0,136,151,12,33,73
Julian Tavarez\tavarju01,2,0,5.93,47,0,0,54.2,65,7,25,33
Billy Taylor\taylobi04,1,6,4.95,61,0,26,56.1,68,5,23,52
Billy Taylor\taylobi04,1,5,3.98,43,0,26,43,48,3,14,38
Billy Taylor\taylobi04,0,1,8.1,18,0,0,13.1,20,2,9,14
Michael Tejera*\tejermi01,0,0,11.37,3,1,0,6.1,10,1,5,7
Amaury Telemaco\telemam01,4,0,5.77,49,0,0,53,52,10,26,43
Amaury Telemaco\telemam01,1,0,7.5,5,0,0,6,7,2,6,2
Amaury Telemaco\telemam01,3,0,5.55,44,0,0,47,45,8,20,41
Anthony Telford\telfoan01,5,4,3.94,79,0,2,96,112,3,38,69
Jay Tessmer\tessmja01,0,0,14.85,6,0,0,6.2,16,1,4,3
Justin Thompson*\thompju02,9,11,5.11,24,24,0,142.2,152,24,59,83
Mark Thompson\thompma01,1,3,2.76,5,5,0,29.1,26,1,17,22
John Thomson\thomsjo01,1,10,8.04,14,13,0,62.2,85,11,36,34
Mike Thurman\thurmmi01,7,11,4.05,29,27,0,146.2,140,17,52,85
Mike Timlin\timlimi01,3,9,3.57,62,0,27,63,51,9,23,50
Brett Tomko\tomkobr01,5,7,4.92,33,26,0,172,175,31,60,132
Steve Trachsel\trachst01,8,18,5.56,34,34,0,205.2,226,32,64,149
Mike Trombley\trombmi01,2,8,4.33,75,0,24,87.1,93,15,28,82
Ugueth Urbina\urbinug01,6,6,3.69,71,0,41,75.2,59,6,36,100
Ismael Valdez\valdeis01,9,14,3.98,32,32,0,203.1,213,32,58,143
Javier Vazquez\vazquja01,9,8,5,26,26,0,154.2,154,20,52,113
Mike Venafro*\venafmi01,3,2,3.29,65,0,0,68.1,63,4,22,37
Dave Veres\veresda01,4,8,5.14,73,0,31,77,88,14,37,71
Ron Villone*\villoro01,9,7,4.23,29,22,2,142.2,114,8,73,97
Luis Vizcaino\vizcalu01,0,0,5.4,1,0,0,3.1,3,1,3,2
Ed Vosberg*\vosbeed01,0,1,8.18,19,0,0,11,22,1,3,8
Ed Vosberg*\vosbeed01,0,0,9.72,15,0,0,8.1,16,1,3,6
Ed Vosberg*\vosbeed01,0,1,3.38,4,0,0,2.2,6,0,0,2
Billy Wagner*\wagnebi02,4,1,1.57,66,0,39,74.2,35,5,23,124
Paul Wagner\wagnepa01,1,0,4.15,3,0,0,4.1,5,0,3,0
Dave Wainhouse\wainhda01,0,0,6.91,19,0,0,28.2,37,6,16,18
Tim Wakefield\wakefti01,6,11,5.08,49,17,15,140,146,19,72,104
Donne Wall\walldo01,7,4,3.07,55,0,0,70.1,58,11,23,53
Derek Wallace\wallade01,0,1,3.24,8,0,0,8.1,7,2,5,5
Jeff Wallace*\wallaje01,1,0,3.69,41,0,0,39,26,2,38,41
Bryan Ward*\wardbr01,0,1,7.55,40,0,0,39.1,63,10,11,35
John Wasdin\wasdijo01,8,3,4.12,45,0,2,74.1,66,14,18,57
Jarrod Washburn*\washbja01,4,5,5.25,16,10,0,61.2,61,6,26,39
Allen Watson*\watsoal01,6,3,3.51,38,4,1,77,72,13,35,64
Allen Watson*\watsoal01,4,1,2.89,24,0,0,37.1,36,8,13,32
Allen Watson*\watsoal01,2,2,4.08,14,4,1,39.2,36,5,22,32
Allen Watson*\watsoal01,0,1,12,3,0,0,3,6,5,3,2
Allen Watson*\watsoal01,4,0,2.1,21,0,0,34.1,30,3,10,30
David Weathers\weathda01,7,4,4.65,63,0,2,93,102,14,38,74
Eric Weaver\weaveer01,0,1,10.61,8,0,0,9.1,14,2,8,14
Jeff Weaver\weaveje01,9,12,5.55,30,29,0,163.2,176,27,56,114
Bob Wells\wellsbo01,8,3,3.81,76,0,1,87.1,79,8,28,44
David Wells*\wellsda01,17,10,4.82,34,34,0,231.2,246,32,62,169
Kip Wells\wellski01,4,1,4.04,7,7,0,35.2,33,2,15,29
Turk Wendell\wendetu01,5,4,3.05,80,0,3,85.2,80,9,37,77
Don Wengert\wengedo01,0,1,9.25,11,1,0,24.1,41,6,5,10
John Wetteland\wettejo01,4,4,3.68,62,0,43,66,67,9,19,60
Dan Wheeler\wheelda01,0,4,5.87,6,6,0,30.2,35,7,13,32
Matt Whisenant*\whisema01,4,5,5.63,67,0,1,54.1,50,4,36,37
Matt Whisenant*\whisema01,4,4,6.35,48,0,1,39.2,40,4,26,27
Matt Whisenant*\whisema01,0,1,3.68,19,0,0,14.2,10,0,10,10
Gabe White*\whitega01,1,2,4.43,50,0,0,61,68,13,14,61
Rick White\whiteri01,5,3,4.08,63,1,0,108,132,8,38,81
Matt Whiteside\whitema02,1,0,13.91,10,0,0,11,19,1,5,9
Bob Wickman\wickmbo01,3,8,3.39,71,0,37,74.1,75,6,38,60
Marc Wilkins\wilkima01,2,3,4.24,46,0,0,51,49,3,26,44
Brian Williams\willibr01,2,1,4.41,50,0,0,67.1,69,4,35,53
Jeff Williams*\willije02,2,0,4.08,5,3,0,17.2,12,2,9,7
Mike Williams\willimi03,3,4,5.09,58,0,23,58.1,63,9,37,76
Todd Williams\willito02,0,0,4.66,13,0,0,9.2,11,1,7,7
Woody Williams\williwo02,12,12,4.41,33,33,0,208.1,213,33,73,137
Scott Williamson\willisc01,12,7,2.41,62,0,19,93.1,54,8,43,107
Joe Winkelsas\winkejo01,0,0,54,1,0,0,0.1,4,0,1,0
Jay Witasick\witasja01,9,12,5.57,32,28,0,158.1,191,23,83,102
Bobby Witt\wittbo01,7,15,5.84,32,32,0,180.1,213,23,96,123
Mark Wohlers\wohlema01,0,0,27,2,0,0,0.2,1,0,6,0
Bob Wolcott\wolcobo01,0,0,8.1,4,0,0,6.2,8,1,3,2
Randy Wolf*\wolfra02,6,9,5.55,22,21,0,121.2,126,20,67,116
Brad Woodall*\woodabr01,0,1,5.63,6,3,0,16,17,5,6,7
Steve Woodard\woodast01,11,8,4.52,31,29,0,185,219,23,36,119
Tim Worrell\worreti01,2,2,4.15,53,0,0,69.1,69,6,34,62
Jamey Wright\wrighja01,4,3,4.87,16,16,0,94.1,110,10,54,49
Jaret Wright\wrighja02,8,10,6.06,26,26,0,133.2,144,18,77,91
Esteban Yan\yanes01,3,4,5.9,50,1,0,61,77,8,32,46
Ed Yarnall*\yarnaed01,1,0,3.71,5,2,0,17,17,1,10,13
Masato Yoshii\yoshima01,12,8,4.4,31,29,0,174,168,25,58,105
Jeff Zimmerman\zimmeje02,9,3,2.36,65,0,3,87.2,50,9,23,67
Jordan Zimmerman*\zimmejo01,0,0,7.88,12,0,0,8,14,0,4,3
