Name,W,L,ERA,G,GS,SV,IP,H,HR,BB,SO
Rigo Beltran*\beltrri01,1,1,3.48,21,0,0,31,30,5,12,35
Rigo Beltran*\beltrri01,0,0,7.36,12,0,0,11,20,2,7,15
Alan Benes\benesal01,0,0,0,2,0,0,2,2,0,0,2
Andy Benes\benesan01,13,12,4.81,33,32,0,198.1,216,34,82,141
Armando Benitez\benitar01,4,3,1.85,77,0,22,78,40,4,41,128
Joel Bennett\bennejo02,2,1,9,5,3,0,17,26,10,7,13
Shayne Bennett\bennesh01,0,1,14.29,5,1,0,11.1,24,4,3,4
Kris Benson\bensokr01,11,14,4.07,31,31,0,196.2,184,16,83,139
Jason Bere\bereja01,5,0,6.08,17,14,0,66.2,79,9,50,47
Jason Bere\bereja01,3,0,6.85,12,10,0,43.1,56,6,40,28
Jason Bere\bereja01,2,0,4.63,5,4,0,23.1,23,3,10,19
Sean Bergman\bergmse01,5,6,5.21,25,16,0,105.1,135,9,29,44
Sean Bergman\bergmse01,4,6,5.36,19,16,0,99,130,9,26,38
Sean Bergman\bergmse01,1,0,2.84,6,0,0,6.1,5,0,3,6
Brent Billingsley*\billibr01,0,0,16.43,8,0,0,7.2,11,3,10,3
Willie Blair\blairwi01,3,11,6.85,39,16,0,134,169,29,44,82
Doug Bochtler\bochtdo01,0,0,5.54,12,0,0,13,11,3,6,7
Brian Boehringer\boehrbr01,6,5,3.24,33,11,0,94.1,97,10,35,64
Wade Boggs\boggswa01,0,0,6.75,1,0,0,1.1,3,0,0,1
Brian Bohanon*\bohanbr01,12,12,6.2,33,33,0,197.1,236,30,92,120
Ricky Bones\bonesri01,0,3,5.98,30,2,0,43.2,59,7,19,26
Pedro Borbon*\borbope02,4,3,4.09,70,0,1,50.2,39,5,29,33
Dave Borkowski\borkoda01,2,6,6.1,17,12,0,76.2,86,10,40,50
Ricky Bottalico\bottari01,3,7,4.91,68,0,20,73.1,83,8,49,66
Kent Bottenfield\botteke01,18,7,3.97,31,31,0,190.1,197,21,89,124
Micah Bowie*\bowiemi01,2,7,10.24,14,11,0,51,81,9,34,41
Micah Bowie*\bowiemi01,0,1,13.5,3,0,0,4,8,1,4,2
Micah Bowie*\bowiemi01,2,6,9.96,11,11,0,47,73,8,30,39
Jason Boyd\boydja02,0,0,3.38,4,0,0,5.1,5,0,2,4
Chad Bradford\bradfch01,0,0,19.64,3,0,0,3.2,9,1,5,0
Jeff Brantley\brantje01,1,2,5.19,10,0,5,8.2,5,0,8,11
Billy Brewer*\brewebi01,1,1,7.01,25,0,2,25.2,30,4,14,28
Doug Brocail\brocado01,4,4,2.52,70,0,2,82,60,7,25,78
Chris Brock\brockch01,6,8,5.48,19,19,0,106.2,124,18,41,76
Jim Brower\broweji01,3,1,4.56,9,2,0,25.2,27,8,10,18
Kevin Brown\brownke01,18,9,3,35,35,0,252.1,210,19,59,221
Mark Brownson\brownma04,0,2,7.89,7,7,0,29.2,42,8,8,21
Will Brunson*\brunswi01,1,0,6,17,0,0,12,18,3,6,9
Mike Buddie\buddimi01,0,0,4.5,2,0,0,2,3,1,0,1
Kirk Bullinger\bulliki01,0,0,4.5,4,0,0,2,2,0,2,0
Melvin Bunch\bunchme01,0,0,11.7,5,1,0,10,20,3,7,4
Dave Burba\burbada01,15,9,4.25,34,34,0,220,211,30,96,174
John Burkett\burkejo03,9,8,5.62,30,25,0,147.1,184,18,46,96
A.J. Burnett\burnea.01,4,2,3.48,7,7,0,41.1,37,3,25,33
Mike Busby\busbymi01,0,1,7.13,15,0,0,17.2,21,2,14,7
Paul Byrd\byrdpa01,15,11,4.6,32,32,0,199.2,205,34,70,106
Tim Byrdak*\byrdati01,0,3,7.66,33,0,1,24.2,32,5,20,17
Jose Cabrera\cabrejo01,4,0,2.15,26,0,0,29.1,21,3,9,28
Mickey Callaway\callami01,1,2,7.45,5,4,0,19.1,30,2,14,11
Tom Candiotti\candito01,4,6,7.32,18,13,0,71.1,86,14,30,41
Tom Candiotti\candito01,3,5,6.35,11,11,0,56.2,67,11,23,30
Tom Candiotti\candito01,1,1,11.05,7,2,0,14.2,19,3,7,11
Dan Carlson\carlsda01,0,0,9,2,0,0,4,5,0,0,3
Buddy Carlyle\carlybu01,1,3,5.97,7,7,0,37.2,36,7,17,29
Rafael Carmona\carmora01,1,0,7.94,9,0,0,11.1,18,3,9,0
Chris Carpenter\carpech01,9,8,4.38,24,24,0,150,177,16,48,106
Hector Carrasco\carrahe01,2,3,4.96,39,0,1,49,48,3,18,35
Lance Carter\cartela02,0,1,5.06,6,0,0,5.1,3,2,3,3
Carlos Castillo\castica02,2,2,5.71,18,2,0,41,45,10,14,23
Mike Cather\cathemi01,1,0,10.13,4,0,0,2.2,5,2,1,0
Norm Charlton*\charlno01,2,3,4.44,42,0,0,50.2,49,4,36,45
Robinson Checo\checoro01,2,2,10.34,9,2,0,15.2,24,5,13,11
Bruce Chen*\chenbr01,2,2,5.47,16,7,0,51,38,11,27,45
Jin Ho Cho\choji01,2,3,5.72,9,7,0,39.1,45,7,8,16
Bobby Chouinard\chouibo01,5,2,2.68,32,0,1,40.1,31,3,12,23
Jason Christiansen*\chrisja01,2,3,4.06,39,0,3,37.2,26,2,22,35
Mark Clark\clarkma01,3,7,8.6,15,15,0,74.1,103,17,34,44
Roger Clemens\clemero02,14,10,4.6,30,30,0,187.2,185,20,90,163
Matt Clement\clemema01,10,12,4.48,31,31,0,180.2,190,18,86,135
Brad Clontz\clontbr01,1,3,2.74,56,0,2,49.1,49,6,24,40
Ken Cloude\cloudke01,4,4,7.96,31,6,1,72.1,106,10,46,35
Bartolo Colon\colonba01,18,5,3.95,32,32,0,205,185,24,76,161
David Cone\coneda01,12,9,3.44,31,31,0,193.1,164,21,90,177
Dennis Cook*\cookde01,10,5,3.86,71,0,3,63,50,11,27,68
Brian Cooper\coopebr01,1,1,4.88,5,5,0,27.2,23,3,18,15
Rocky Coppinger\coppiro01,5,4,5.4,40,2,0,58.1,60,13,42,56
Rocky Coppinger\coppiro01,0,1,8.31,11,2,0,21.2,25,8,19,17
Rocky Coppinger\coppiro01,5,3,3.68,29,0,0,36.2,35,5,23,39
Archie Corbin\corbiar01,0,1,7.29,17,0,0,21,25,2,15,30
Francisco Cordero\cordefr01,2,2,3.32,20,0,0,19,19,2,18,19
Francisco Cordova\cordofr01,8,10,4.43,27,27,0,160.2,166,16,59,98
Rheal Cormier*\cormirh01,2,0,3.69,60,0,0,63.1,61,4,18,39
Reid Cornelius\cornere01,1,0,3.26,5,2,0,19.1,16,0,5,12
Jim Corsi\corsiji01,1,3,4.34,36,0,0,37.1,40,6,20,22
Jim Corsi\corsiji01,1,2,5.25,23,0,0,24,25,4,19,14
Jim Corsi\corsiji01,0,1,2.7,13,0,0,13.1,15,2,1,8
David Cortes\corteda01,0,0,4.91,4,0,0,3.2,3,0,4,2
Tim Crabtree\crabtti01,5,1,3.46,68,0,0,65,71,4,18,54
Doug Creek*\creekdo01,0,0,10.5,3,0,0,6,6,1,8,6
Rich Croushore\crousri01,3,7,4.14,59,0,3,71.2,68,9,43,88
Nelson Cruz\cruzne01,2,5,5.67,29,6,0,66.2,74,11,23,46
Will Cunnane\cunnawi01,2,1,5.23,24,0,0,31,34,8,12,22
Jeff D'Amico\d'amije01,0,0,0,1,0,0,1,1,0,0,1
Omar Daal*\daalom01,16,9,3.65,32,32,0,214.2,188,21,79,148
Carl Dale\daleca01,0,1,20.25,4,0,0,4,8,2,6,4
Pat Daneker\danekpa01,0,0,4.2,3,2,0,15,14,1,6,5
Vic Darensbourg*\darenvi01,0,1,8.83,56,0,0,34.2,50,3,21,16
Joe Davenport\davenjo01,0,0,0,3,0,0,1.2,1,0,2,0
Tom Davey\daveyto01,2,1,4.71,45,0,1,65,62,5,40,59
Tom Davey\daveyto01,1,1,4.7,29,0,1,44,40,5,26,42
Tom Davey\daveyto01,1,0,4.71,16,0,0,21,22,0,14,17
Doug Davis*\davisdo02,0,0,33.75,2,0,0,2.2,12,3,0,3
Valerio De Los Santos*\delosva01,0,1,6.48,7,0,0,8.1,12,1,7,5
Rick DeHart*\deharri01,0,0,21.6,3,0,0,1.2,6,2,3,1
Mike DeJean\dejeami01,2,4,8.41,56,0,0,61,83,13,32,31
Miguel Del Toro\deltomi01,0,0,4.18,14,0,0,23.2,24,5,11,20
Rich DeLucia\delucri01,0,1,6.75,6,0,0,9.1,13,4,9,7
Ryan Dempster\dempsry01,7,8,4.71,25,25,0,147,146,21,93,126
Sean DePaula\depause01,0,0,4.63,11,0,0,11.2,8,0,3,18
Jerry Dipoto\dipotje01,4,5,4.26,63,0,1,86.2,91,10,44,69
Octavio Dotel\doteloc01,8,3,5.38,19,14,0,85.1,69,12,49,85
Jim Dougherty\doughji01,0,0,9,2,0,0,2,3,0,3,1
Darren Dreifort\dreifda01,13,13,4.79,30,29,0,178.2,177,20,76,140
Chad Durbin\durbich01,0,0,0,1,0,0,2.1,1,0,1,3
Mike Duvall*\duvalmi01,1,1,4.05,40,0,0,40,46,5,27,18
Derrin Ebert*\ebertde01,0,1,5.63,5,0,1,8,9,2,5,4
Brian Edmondson\edmonbr01,5,8,5.84,68,0,1,94,106,11,44,58
Dave Eiland\eilanda01,4,8,5.6,21,15,0,80.1,98,8,27,53
Scott Elarton\elartsc01,9,5,3.48,42,15,1,124,111,8,43,121
Cal Eldred\eldreca01,2,8,7.79,20,15,0,82,101,19,46,60
Alan Embree*\embreal01,3,2,3.38,68,0,0,58.2,42,6,26,53
Todd Erdos\erdosto01,0,0,3.86,4,0,0,7,5,2,4,4
Scott Erickson\ericksc01,15,12,4.81,34,34,0,230.1,244,27,99,106
Kelvim Escobar\escobke01,14,11,5.69,33,30,0,174,203,19,81,129
Shawn Estes*\estessh01,11,11,4.92,32,32,0,203,209,21,112,159
Horacio Estrada*\estraho01,0,0,7.36,4,0,0,7.1,10,4,4,5
Scott Eyre*\eyresc01,1,1,7.56,21,0,0,25,38,6,15,17
Brian Falkenborg\falkebr01,0,0,0,2,0,0,3,2,0,2,1
Steve Falteisek\faltest01,0,0,7.5,10,0,0,12,18,3,3,5
Kyle Farnsworth\farnsky01,5,9,5.05,27,21,0,130,140,28,52,70
Jeff Fassero*\fasseje01,5,14,7.2,37,27,0,156.1,208,35,83,114
Jeff Fassero*\fasseje01,4,14,7.38,30,24,0,139,188,34,73,101
Jeff Fassero*\fasseje01,1,0,5.71,7,3,0,17.1,20,1,10,13
Alex Fernandez\fernaal01,7,8,3.38,24,24,0,141,135,10,41,91
Mike Fetters\fettemi01,1,0,5.81,27,0,0,31,35,5,22,22
Chuck Finley*\finlech01,12,11,4.43,33,33,0,213.1,197,23,94,200
Bryce Florie\floribr01,4,1,4.65,41,5,0,81.1,94,8,35,65
Bryce Florie\floribr01,2,1,4.56,27,3,0,51.1,61,6,20,40
Bryce Florie\floribr01,2,0,4.8,14,2,0,30,33,2,15,25
Tony Fossas*\fossato01,0,0,36,5,0,0,1,6,1,1,0
Keith Foulke\foulkke01,3,3,2.22,67,0,9,105.1,72,11,21,123
Chad Fox\foxch02,0,0,10.8,6,0,0,6.2,11,1,4,12
John Franco*\francjo01,0,2,2.88,46,0,19,40.2,40,1,19,41
Matt Franco\francma01,0,0,13.5,2,0,0,1.1,3,1,3,2
Ryan Franklin\frankry01,0,0,4.76,6,0,0,11.1,10,2,8,6
John Frascatore\frascjo01,8,5,3.73,59,0,1,70,73,11,21,37
John Frascatore\frascjo01,1,4,4.09,26,0,0,33,31,6,12,15
John Frascatore\frascjo01,7,1,3.41,33,0,1,37,42,5,9,22
Chris Fussell\fussech01,0,5,7.39,17,8,2,56,72,9,36,37
Mike Fyhrie\fyhrimi01,0,4,5.05,16,7,0,51.2,61,8,21,26
Gary Gaetti\gaettga01,0,0,18,1,0,0,1,2,1,1,1
Eric Gagne\gagneer01,1,1,2.1,5,5,0,30,18,3,15,30
Eddie Gaillard\gailled01,1,0,2.08,8,0,0,8.2,12,1,4,7
Rich Garces\garceri01,5,1,1.55,30,0,2,40.2,25,1,18,33
Freddy Garcia\garcifr03,17,8,4.07,33,33,0,201.1,205,18,90,170
Mike Garcia\garcimi03,1,0,1.29,7,0,0,7,2,1,3,9
Mark Gardner\gardnma01,5,11,6.47,29,21,0,139,142,27,57,86
Ed Giovanola\giovaed01,0,0,0,1,0,0,1.1,1,0,2,0
Tom Glavine*\glavito02,14,11,4.12,35,35,0,234,259,18,83,138
Gary Glover\glovega01,0,0,0,1,0,0,1,0,0,1,0
Ryan Glynn\glynnry01,2,4,7.24,13,10,0,54.2,71,10,35,39
Wayne Gomes\gomeswa01,5,5,4.26,73,0,19,74,70,5,56,58
Dwight Gooden\goodedw01,3,4,6.26,26,22,0,115,127,18,67,88
Tom Gordon\gordoto01,0,2,5.6,21,0,11,17.2,17,2,12,24
Mike Grace\gracemi02,1,4,7.69,27,5,0,55,80,5,30,28
Joe Grahe\grahejo01,1,4,3.86,13,5,0,32.2,40,1,17,16
Beiker Graterol\gratebe01,0,1,15.75,1,1,0,4,4,3,4,2
Danny Graves\graveda01,8,7,3.08,75,0,27,111,90,10,49,69
Rick Greene\greenri02,0,0,4.76,1,0,0,5.2,7,2,1,3
Jason Grimsley\grimsja01,7,2,3.6,55,0,1,75,66,7,40,49
Buddy Groom*\groombu01,3,2,5.09,76,0,0,46,48,1,18,32
Kip Gross\grosski01,0,2,7.82,11,1,0,12.2,15,3,8,9
Eddie Guardado*\guarded01,2,5,4.5,63,0,2,48,37,6,25,50
Eric Gunderson*\gundeer01,0,0,7.2,11,0,0,10,20,1,2,6
Mark Guthrie*\guthrma01,1,3,5.37,57,0,2,58.2,57,10,24,45
Mark Guthrie*\guthrma01,1,1,5.83,46,0,2,46.1,50,9,20,36
Mark Guthrie*\guthrma01,0,2,3.65,11,0,0,12.1,7,1,4,9
Domingo Guzman\guzmado01,0,1,21.6,7,0,0,5,13,1,3,4
Juan Guzman\guzmaju01,11,12,3.74,33,33,0,200,194,28,86,155
Juan Guzman\guzmaju01,5,9,4.18,21,21,0,122.2,124,18,65,95
Juan Guzman\guzmaju01,6,3,3.03,12,12,0,77.1,70,10,21,60
Luther Hackman\hackmlu01,1,2,10.69,5,3,0,16,26,5,12,10
John Halama*\halamjo01,11,10,4.22,38,24,0,179,193,20,56,105
Roy Halladay\hallaro01,8,7,3.92,36,18,1,149.1,156,19,79,82
Joey Hamilton\hamiljo02,7,8,6.52,22,18,0,98,118,13,39,56
Mike Hampton*\hamptmi01,22,4,2.9,34,34,0,239,206,12,101,177
Chris Haney*\haneych01,0,2,4.69,13,4,0,40.1,43,3,16,22
Greg Hansell\hansegr01,1,3,3.89,33,0,0,39.1,42,5,11,34
Tim Harikkala\harikti01,1,1,6.23,7,0,0,13,15,0,6,7
Pete Harnisch\harnipe01,16,10,3.68,33,33,0,198.1,190,25,57,120
Reggie Harris\harrire01,0,0,3,8,0,0,12,8,1,7,11
Chad Harville\harvich01,0,2,6.91,15,0,0,14.1,18,2,10,15
Shigetoshi Hasegawa\hasegsh01,4,6,4.91,64,1,2,77,80,14,34,44
LaTroy Hawkins\hawkila01,10,14,6.66,33,33,0,174.1,238,29,60,103
Jimmy Haynes\hayneji01,7,12,6.34,30,25,0,142,158,21,80,93
Rick Heiserman\heiseri01,0,0,8.31,3,0,0,4.1,8,2,4,4
Rick Helling\helliri01,13,11,4.84,35,35,0,219.1,228,41,85,131
Butch Henry*\henrybu01,2,0,5.04,7,4,0,25,30,1,10,15
Doug Henry\henrydo01,2,3,4.65,35,0,2,40.2,45,8,24,36
Pat Hentgen\hentgpa01,11,12,4.79,34,34,0,199,225,32,65,118
Felix Heredia*\heredfe01,3,1,4.85,69,0,1,52,56,7,25,50
Gil Heredia\heredgi01,13,8,4.81,33,33,0,200.1,228,22,34,117
Matt Herges\hergema01,0,2,4.07,17,0,0,24.1,24,5,8,18
Dustin Hermanson\hermadu01,9,14,4.2,34,34,0,216.1,225,20,69,145
Livan Hernandez\hernali01,8,12,4.64,30,30,0,199.2,227,23,76,144
Livan Hernandez\hernali01,5,9,4.76,20,20,0,136,161,17,55,97
Livan Hernandez\hernali01,3,3,4.38,10,10,0,63.2,66,6,21,47
Orlando Hernandez\hernaor01,17,9,4.12,33,33,0,214.1,187,24,87,157
Roberto Hernandez\hernaro01,2,3,3.07,72,0,43,73.1,68,1,33,69
Orel Hershiser\hershor01,13,12,4.58,32,32,0,179,175,14,77,89
Erik Hiljus\hiljuer01,0,0,5.19,6,0,0,8.2,7,2,5,1
Ken Hill\hillke01,4,11,4.77,26,22,0,128.1,129,14,76,76
Brett Hinchliffe\hinchbr01,0,4,8.8,11,4,0,30.2,41,10,21,14
Sterling Hitchcock*\hitchst01,12,14,4.11,33,33,0,205.2,202,29,76,194
Trevor Hoffman\hoffmtr01,2,3,2.14,64,0,40,67.1,48,5,15,73
Darren Holmes\holmeda01,4,3,3.7,44,0,0,48.2,50,3,25,35
Chris Holt\holtch01,5,13,4.66,32,26,1,164,193,12,57,115
Mike Holtz*\holtzmi01,2,3,8.06,28,0,0,22.1,26,3,15,17
Bob Howry\howrybo01,5,3,3.59,69,0,28,67.2,58,8,38,80
John Hudek\hudekjo01,0,2,8.44,20,0,0,21.1,33,3,15,20
John Hudek\hudekjo01,0,2,7.64,17,0,0,17.2,25,2,14,18
John Hudek\hudekjo01,0,1,27,2,0,0,1,4,1,3,0
John Hudek\hudekjo01,0,1,6.48,15,0,0,16.2,21,1,11,18
John Hudek\hudekjo01,0,0,12.27,3,0,0,3.2,8,1,1,2
Tim Hudson\hudsoti01,11,2,3.23,21,21,0,136.1,121,8,62,132
Hideki Irabu\irabuhi01,11,7,4.84,32,27,0,169.1,180,26,46,133
Jason Isringhausen\isrinja01,1,4,4.73,33,5,9,64.2,64,9,34,51
Jason Isringhausen\isrinja01,1,3,6.41,13,5,1,39.1,43,7,22,31
Jason Isringhausen\isrinja01,0,1,2.13,20,0,8,25.1,21,2,12,20
Michael Jackson\jacksmi02,3,4,4.06,72,0,39,68.2,60,11,26,55
Kevin Jarvis\jarvike01,0,1,11.57,4,1,0,14,28,6,6,11
Jose Jimenez\jimenjo01,5,14,5.85,29,28,0,163,173,16,71,113
Doug Johns*\johnsdo04,6,4,4.47,32,5,0,86.2,81,9,25,50
Jason Johnson\johnsja02,8,7,5.46,22,21,0,115.1,120,16,55,71
Jonathan Johnson\johnsjo08,0,0,15,1,0,0,3,9,0,2,3
Mike Johnson\johnsmi02,0,0,8.64,3,1,0,8.1,12,2,7,6
Randy Johnson*\johnsra05,17,9,2.48,35,35,0,271.2,207,30,70,364
John Johnstone\johnsjo07,4,6,2.6,62,0,3,65.2,48,8,20,56
Bobby Jones*\jonesbo04,6,10,6.33,30,20,0,112.1,132,24,77,74
Bobby Jones\jonesbo03,3,3,5.61,12,9,0,59.1,69,3,11,31
Doug Jones\jonesdo01,5,5,3.55,70,0,10,104,106,10,24,63
Todd Jones\jonesto02,4,4,3.8,65,0,30,66.1,64,7,35,64
Mike Judd\juddmi01,3,1,5.46,7,4,0,28,30,4,12,22
Jeff Juden\judenje01,0,1,1.59,2,1,0,5.2,5,1,3,9
Scott Kamieniecki\kamiesc01,2,4,4.95,43,3,2,56.1,52,4,29,39
Matt Karchner\karchma01,1,0,2.5,16,0,0,18,16,3,9,9
Scott Karl*\karlsc01,11,11,4.78,33,33,0,197.2,246,21,69,74
Steve Karsay\karsast01,10,2,2.97,50,3,1,78.2,71,6,30,68
Masao Kida\kidama01,1,0,6.26,49,0,1,64.2,73,6,30,50
Darryl Kile\kileda01,8,13,6.61,32,32,0,190.2,225,33,109,116
Byung-Hyun Kim\kimby01,1,2,4.61,25,0,1,27.1,20,2,20,31
Curtis King\kingcu01,0,0,18,2,0,0,1,3,0,0,1
Ray King*\kingra01,0,0,5.91,10,0,0,10.2,11,2,10,5
Steve Kline*\klinest02,7,4,3.75,82,0,0,69.2,56,8,33,69
Billy Koch\kochbi01,0,5,3.39,56,0,31,63.2,55,5,30,57
Danny Kolb\kolbda01,2,1,4.65,16,0,0,31,33,2,15,15
Jeff Kubenka*\kubenje01,0,1,11.74,6,0,0,7.2,13,1,4,2
Tim Kubinski*\kubinti01,0,0,5.84,14,0,0,12.1,14,3,5,7
Mark Langston*\langsma01,1,2,5.25,25,5,0,61.2,69,9,29,43
Brett Laxton\laxtobr01,0,1,7.45,3,2,0,9.2,12,1,7,9
Corey Lee*\leeco01,0,1,27,1,0,0,1,2,1,1,0
David Lee\leeda01,3,2,3.67,36,0,0,49,43,4,29,38
Al Leiter*\leiteal01,13,12,4.23,32,32,0,213,209,19,93,162
Mark Leiter\leitema01,0,0,6.75,2,0,0,1.1,2,0,0,1
Curt Leskanic\leskacu01,6,2,5.08,63,0,0,85,87,7,49,77
Al Levine\levinal01,1,1,3.39,50,1,0,85,76,13,29,37
Cory Lidle\lidleco01,1,0,7.2,5,1,0,5,8,0,2,4
Jon Lieber\liebejo01,10,11,4.07,31,31,0,203.1,226,28,46,186
Ted Lilly*\lillyte01,0,1,7.61,9,3,0,23.2,30,7,9,28
Jose Lima\limajo01,21,10,3.58,35,35,0,246.1,256,30,44,187
Mike Lincoln\lincomi01,3,10,6.84,18,15,0,76.1,102,11,26,27
Doug Linton\lintodo01,1,4,5.95,14,8,0,59,69,14,25,31
Felipe Lira\lirafe01,0,0,10.8,2,0,0,3.1,7,2,2,3
Graeme Lloyd*\lloydgr01,5,3,3.63,74,0,3,72,68,11,23,47
Esteban Loaiza\loaizes01,9,5,4.56,30,15,0,120.1,128,10,40,77
Carlton Loewer\loeweca01,2,6,5.12,20,13,0,89.2,100,9,26,48
Rich Loiselle\loiseri01,3,2,5.28,13,0,0,15.1,16,2,9,14
Braden Looper\loopebr01,3,3,3.8,72,0,0,83,96,7,31,50
Albie Lopez\lopezal02,3,2,4.64,51,0,1,64,66,8,24,37
Andrew Lorraine*\lorraan01,2,5,5.55,11,11,0,61.2,71,9,22,40
Derek Lowe\lowede01,6,3,2.63,74,0,15,109.1,84,7,25,80
Sean Lowe\lowese01,4,1,3.67,64,0,0,95.2,90,10,46,62
Eric Ludwick\ludwier01,0,0,27,1,0,0,1,3,0,2,0
Larry Luebbers\luebbla01,3,3,5.12,8,8,0,45.2,46,8,16,16
David Lundquist\lundqda01,1,1,8.59,17,0,0,22,28,3,12,18
Greg Maddux\maddugr01,19,9,3.57,33,33,0,219.1,258,16,37,136
Mike Maddux\maddumi01,1,1,3.77,53,0,0,59.2,63,6,22,45
Mike Maddux\maddumi01,0,0,9,4,0,0,5,9,1,3,4
Mike Maddux\maddumi01,1,1,3.29,49,0,0,54.2,54,5,19,41
Mike Magnante*\magnami01,5,2,3.38,53,0,0,69.1,68,2,29,44
Ron Mahay*\mahayro01,2,0,1.86,6,1,1,19.1,8,2,3,15
Pat Mahomes\mahompa01,8,0,3.68,39,0,0,63.2,44,7,37,51
Matt Mantei\mantema01,1,3,2.76,65,0,32,65.1,44,5,44,99
Matt Mantei\mantema01,1,2,2.72,35,0,10,36.1,24,4,25,50
Matt Mantei\mantema01,0,1,2.79,30,0,22,29,20,1,19,49
Josias Manzanillo\manzajo01,0,0,5.79,12,0,0,18.2,19,5,4,25
Damaso Marte*\marteda01,0,1,9.35,5,0,0,8.2,16,3,6,3
Tom Martin*\martito02,0,1,8.68,6,0,0,9.1,13,2,3,8
Pedro Martinez\martipe02,23,4,2.07,31,29,0,213.1,160,9,37,313
Ramon Martinez\martira02,2,1,3.05,4,4,0,20.2,14,2,8,15
Onan Masaoka*\masaoon01,2,4,4.32,54,0,1,66.2,55,8,47,61
T.J. Mathews\mathet.01,9,5,3.81,50,0,3,59,46,9,20,42
Terry Mathews\mathete01,2,1,4.38,24,1,1,39,44,4,17,19
Joe Mays\maysjo01,6,11,4.37,49,20,0,171,179,24,67,115
Jeff McCurry\mccurje01,0,1,15.75,5,0,0,4,11,1,2,3
Jack McDowell\mcdowja01,0,4,8.05,4,4,0,19,31,4,5,12
Chuck McElroy*\mcelrch01,3,1,5.5,56,0,0,54,60,9,36,44
Chuck McElroy*\mcelrch01,3,1,6.2,41,0,0,40.2,48,9,28,37
Chuck McElroy*\mcelrch01,0,0,3.38,15,0,0,13.1,12,0,8,7
