NAME,Jimmy Osting,Chris Donnels,Travis Smith,Jesse Orosco,Jose Rijo,Michael Jackson,John Smoltz HOF,Mike James,Todd Jones,Steve Reed,Ismael Valdez,Rich Rodriguez,Chan Ho Park,Jay Powell,T.J. Mathews,Mark Wohlers,Shigetoshi Hasegawa,Dennis Cook,Rick White,Justin Thompson,Ricky Bottalico,Steve Karsay,Anthony Telford,Terry Adams,Hideo Nomo,Jason Christiansen,David Wells,Donne Wall,Toby Borland,Josias Manzanillo,Jason Isringhausen,Hector Carrasco,Alberto Reyes,Mike Morgan,John Burkett,Ed Vosberg,Joey Hamilton,Rudy Seanez,Aaron Sele,Brian Boehringer,Juan Acevedo,Hipolito Pichardo,Alan Benes,Mike Williams,Dave Burba,Joey Eischen,Jason Schmidt,Pedro Astacio,Chris Hammond,Mike Holtz,Paul Byrd,Dan Miceli,Eddie Oropesa,Rick Helling,Sterling Hitchcock,Albie Lopez,David Weathers,Chris Brock,Jose Mercedes,Alan Embree,Scott Service,Ron Villone,James Baldwin,Rodney Myers,Mike Thurman,Joe Borowski,Amaury Telemaco,Bill Pulsipher,Manny Aybar,Dennis Springer,Carlos Almanzar,Aaron Small,Tom Martin,Will Cunnane,Todd Williams,C.J. Nitkowski,Joe Roa,Trever Miller,Brian Meadows,Robert Ellis,Jimmy Haynes,Dave Maurer,Todd Van Poppel,Pat Mahomes,Chris Nichting,Julio Santana,Matt DeWitt,Leo Estrella,Kevin Tolar,Peter Munro,Dan Serafini,Pete Walker,Dan Smith,Jason Boyd,Andrew Lorraine,Ryan Glynn,Brian Powell,Nerio Rodriguez,Everett Stull,Jamie Walker,Brian Shouse,Kirk Bullinger,David Lundquist,Matt Miller,Kevin Beirne,Gabe Molina,Jonathan Johnson,Jay Tessmer,Mark Watson,Mike Porzio,Rodrigo Lopez,Bryan Corey,Tim Harikkala,Craig Dingman,Ben Ford,Juan Alvarez,Jason Phillips,Brandon Villafuerte,John Mabry
Difference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNN5,-0.02,-0.02,-1.24,0.56,0.46,-0.22,0,-0.08,0.04,0.68,0.82,-0.16,0.36,0.78,0.02,-0.2,-0.3,0.02,-0.88,-7.52,-1.4,1.74,-0.4,0.06,-1.34,0.58,0.84,0.4,-0.1,-0.66,-0.2,-1.12,-0.36,0.28,0.42,0.28,-0.02,0.38,-0.54,0.44,0.02,-0.36,-0.02,0.66,-1.84,0.08,0.14,1.64,-3.96,-0.66,1.1,-1.1,-0.46,-0.86,0.62,-0.34,2.68,-0.04,-3,-1.58,-7.52,-0.96,1.82,-0.64,-0.5,-0.06,-1.96,-0.36,0.02,0.52,0.26,-2.74,-0.62,-0.5,0.28,-0.28,0.7,0.32,0.26,-0.1,-1,0.02,0.46,-0.3,-0.08,-2.16,0.52,1,-0.04,1.84,-2.06,0.06,0.52,-1.16,-2.86,0.2,-0.08,0.38,-0.04,0.96,0.100000003,-0.08,-0.06,-0.18,0,0.42,0.08,0.22,-0.3,0.34,4.42,0.1,1.26,-0.12,0.14,0.66,0.88,0.14,0.02
KNN10,-0.03,-0.01,-1.19,0.21,0.34,0.22,-0.03,-0.18,-0.09,0.59,0.55,-0.18,-0.31,0.84,-0.06,-0.43,-0.11,0.06,-0.81,-7.61,-0.98,1.79,-0.25,0.22,-0.86,0.67,0.91,0.25,-0.11,-0.39,-0.51,-0.85,0.05,0.43,0.77,0.3,-0.11,0.43,-0.73,0.49,0.19,-0.29,-0.07,0.98,-2.45,0.22,0.66,1.61,-4.71,-0.55,0.63,-0.89,-0.27,-0.47,0.51,-0.46,2.32,-0.08,-2.68,-1.53,-7.62,-1.12,0.94,-0.58,-0.29,-0.07,-1.42,-0.27,-0.06,0.46,0.16,-2.09,-0.55,-0.33,0.26,-0.22,0.67,0.26,0.05,-0.14,-0.75,0.02,0.8,0.19,-0.1,-1.64,0.35,0.95,-0.12,1.44,-2.55,0.16,0.37,-1.55,-2.12,0.13,0.07,0.37,0.05,0.65,0.24,-0.05,0.01,-0.23,0,0.64,0.05,0.33,-0.26,0.29,4.41,0.17,1.27,-0.18,0.04,0.55,0.84,0.11,0.11
KNN15,-0.006667,-0.0133333,-1.2,0.2466667,0.36,0.16,-0.066667,-0.2533333,-0.0666667,0.6733333,0.68667,-0.286667,-0.76667,0.713333,0,-0.46,-0.086667,0.0666667,-0.826667,-6.72667,-0.74,1.933333,-0.186667,0.10667,-0.66667,0.72,0.98,0.126667,-0.1,-0.38667,-0.46,-0.78667,-0.013333,0.32,1.22,0.2266667,-0.106667,0.493333,-0.49333,0.5,0.18,-0.2,-0.086667,0.913333,-2.14,0.246667,0.74,1.693333,-3.46,-0.553333,0.86,-0.673333,-0.1866667,-0.7,0.586667,-0.40667,2.446667,0.0666667,-2.80667,-1.673333,-6.67333,-1.12,1.113333,-0.46,-0.3,-0.053333,-1.56,-0.3666667,-0.06,0.633333,0.073333,-1.9,-0.506667,-0.5,0.28,-0.226667,0.66,0,-0.173333,-0.1,-0.42667,0,0.52667,0.10666667,-0.1533333,-1.98667,0.32,0.933333,-0.0733333,1.3533333,-2.58,0.1666667,0.42,-1.4,-2.01333,0.22,0.006667,0.346667,-0.226667,0.8533333,0.26,-0.04,-0.0733333,-0.16,-0.006667,0.606667,0.086667,0.28,-0.233333,0.293333,4.306667,0.126667,1.386667,-0.206667,0.053333,0.573333,0.826667,0.133333,0.06
NN25,-0.036997075,0.028658378,-1.08477599,-0.035105976,-0.284171874,-0.285645804,-1.250088402,-0.465756127,-0.467818677,-0.022738934,0.323883666,-0.648114619,-2.680957018,0.117439352,0.127259026,-0.1577473,-0.197904046,-0.809553362,-0.777116122,-10.08661709,-1.008573294,1.539080935,0.204226305,-1.15723063,1.016632668,-0.17411238,0.365092476,0.075652541,0.079408308,-0.213746436,-0.818721555,-0.833268023,-0.317099437,-0.164251043,-0.066402298,-0.070399482,0.059634793,0.365281651,-1.471474357,0.164897445,-0.550753934,-0.121194501,-0.284879965,0.654051577,-1.997402474,-0.164541597,0.214866109,1.266824814,-9.482643837,-0.180378243,0.356144113,-1.448170033,-0.163120021,0.394344231,0.602974529,-0.102456409,1.986051207,-0.655253998,-1.695365208,-1.68013794,-3.608665726,-0.824363735,1.141711015,-0.397935278,-0.400551859,-0.245841205,-1.344354336,-0.626212054,-0.620941515,0.246331056,0.029665138,-0.751240846,-0.291766128,-0.324366668,-0.257407194,-0.529438891,1.078725076,-0.040121133,0.416498256,-0.641737854,-0.370362756,0.121919492,1.48113836,-0.44210876,0.019119191,0.561610373,0.084941959,1.118793073,-0.535213948,1.756360268,-1.370846085,0.394413211,0.655486874,-1.273750819,-0.742538787,0.273320711,-0.29194159,-0.043955761,-0.007524336,1.047899434,0.36610133,0.094911566,-0.109542924,-0.069809854,-0.18452257,0.711490703,0.383681754,0.474857158,0.125457193,0.280646167,5.342841706,0.495305294,1.831065302,0.069946593,0.603590825,0.691556137,0.920521459,0.201517966,0.520409108
NN50,0.001015739,-0.043146465,-1.44528447,0.225118223,0.383785596,0.087822534,-0.061612078,-0.209816468,-0.299330403,0.595830418,1.065157779,0.073069114,-1.352619607,0.320031084,-0.290043563,-0.16104522,-0.324307924,0.449278625,-1.344062942,-8.355474445,-0.200587904,1.627267347,-0.18337894,-0.427562693,0.509058656,0.552001167,0.82264602,0.35926894,0.071482538,-0.529285392,-0.007868936,-0.100150062,0.253491816,0.284476932,-0.617002621,-0.186611413,-0.12268229,0.530611732,-1.564151334,0.355418882,0.011221023,0.162541697,-0.146776678,1.22639338,-0.992860549,0.059148019,1.477994593,1.467632045,-4.643158729,-0.472831557,0.83655386,-0.900063633,-0.471320917,1.231974606,0.605831616,0.276050008,2.299872795,0.020384531,-0.122789173,-1.342660463,-1.531391082,-0.424617288,1.347265076,-0.390053372,0.492545399,0.05432957,-1.049003537,0.178500796,-0.034653104,0.303544235,0.142604744,-0.230441838,-0.422757928,0.006518517,0.247835765,-0.364389215,1.950641387,1.417390849,0.256530073,-0.358375452,0.533143915,0.430464377,1.198786419,0.549052689,-0.326988674,2.763784198,0.390163091,1.131559157,-0.58840805,2.647970488,1.917945083,0.118367707,1.170291191,-1.286896438,0.598347013,0.46919081,0.117120347,0.57890229,0.481067629,0.794618005,0.423325568,0.098719683,-0.17823781,0.092469348,0.364454697,1.039273803,0.053391091,0.499907252,0.006842104,0.512802322,4.714396519,0.397007258,1.761142912,-0.157308149,0.56744133,1.258108278,1.01598723,0.3251441,0.205639335
NN100,-0.097740067,0.062718027,-1.314994805,0.439661799,0.406019256,-0.143028227,-0.566926109,-0.280159803,0.14498167,0.281171368,0.54764018,-0.480899657,-0.954925733,0.390320822,-0.196389596,0.078455566,0.012318273,0.594285273,-0.834158504,-10.30157526,-0.475091698,2.035221578,-0.226889316,-0.825485778,-0.167273791,0.300743325,0.604078142,0.475452154,-0.12867647,-0.943707572,-0.699441346,-0.348085831,0.228945039,0.108719776,0.144036387,-0.123759783,-0.089732041,0.677024583,-2.0496,0.776998069,0.215083296,-0.303993297,0.011590562,0.878324255,-1.410914258,0.341611465,0.466974283,1.39181223,-8.332247113,-0.416006515,0.686929745,-0.986062993,-0.438764309,0.794453405,0.659925985,0.0210917,2.32478724,0.105338806,-1.235627148,-1.256484225,-4.979620798,-0.448730634,1.092780446,-0.257176072,-0.04000995,0.225168295,-1.382153646,-0.216729896,-0.118457606,0.206495327,0.266694387,-1.972159263,-0.558523843,-0.247053842,0.021119337,-0.694628697,0.631581648,0.097683235,0.206880856,-0.943261692,-0.12426921,0.012970108,0.281458771,-0.036639929,0.032041476,0.582610985,0.438644248,0.815525718,0.047752206,1.375230183,-0.908338407,0.036757335,0.658665039,-0.964447138,-0.724295356,0.025894989,0.115579212,0.318547815,0.712725511,1.128484337,0.319641276,0.114631978,0.210767898,-0.075339593,-0.011326327,0.894854976,0.240696594,0.209479592,-0.242959021,0.311469117,4.664039063,0.169992773,1.199313731,-0.192853068,-0.141152364,0.683115819,0.830036822,0.16777284,0.496243118
BAY0.01,0.093314793,0.030464973,-1.271572327,0.537071432,0.358634225,-0.136478693,-0.551838457,-0.2464753,0.131485058,0.487438888,0.680465826,-0.201832476,-1.465018267,0.410035098,-0.293511171,-0.256102363,-0.180469343,0.457072354,-1.063287157,-9.382842448,-0.546772318,1.886325529,-0.024073156,-1.098883937,-0.050627028,0.502931498,0.447687905,0.277747204,0.03681084,-0.59842746,-0.382184388,-0.520150104,0.051476138,0.047781215,-0.230433205,-0.002892026,-0.275827684,0.504516435,-1.521765342,0.447742542,0.029327747,-0.299507026,-0.107229474,0.918432045,-1.544540742,0.034047234,0.437296197,1.246533979,-6.037548857,0.052528187,0.569655182,-0.925898183,-0.085360087,0.800527702,0.154786483,-0.176699839,2.311187403,-0.208682402,-1.286692983,-1.477387754,-3.252038923,-0.89516137,0.972284494,-0.45479416,0.064882249,0.323668853,-1.530898219,-0.054277188,-0.134450091,0.247629397,0.342132173,-1.025815706,-0.632337958,-0.289661647,0.223026895,-0.259493691,0.594189532,0.821024841,0.224243735,-0.726492443,0.02795591,0.011664891,0.654734287,-0.290132489,0.013916,1.109530957,0.41839582,0.952692269,-0.101581325,1.500788166,-0.271088833,0.02427872,0.637399784,-1.367300236,-0.332158878,0.254538147,0.052061735,-0.125292123,0.258360648,1.203531155,0.400112799,-0.071005631,-0.273026472,-0.091925624,-0.071027921,0.888835222,-0.051213705,0.199856894,-0.260984327,0.518028703,4.598799241,0.16127072,1.016594915,-0.218188196,-0.077148628,1.10454421,0.812995625,0.213403974,0.980105346
BAY1e-06,0.093314796,0.030464977,-1.271572321,0.537071394,0.358634241,-0.136478696,-0.551838474,-0.246475308,0.13148507,0.487438872,0.68046577,-0.201832494,-1.465018284,0.410035112,-0.29351116,-0.256102343,-0.180469368,0.457072351,-1.063287168,-9.382842559,-0.546772352,1.886325514,-0.024073158,-1.098883907,-0.050627077,0.502931498,0.447687889,0.27774718,0.036810838,-0.598427462,-0.382184362,-0.520150087,0.051476156,0.047781246,-0.230433243,-0.00289203,-0.275827699,0.504516434,-1.521765245,0.447742522,0.029327747,-0.299507004,-0.107229456,0.918432072,-1.544540767,0.034047241,0.437296244,1.246533995,-6.037548994,0.052528136,0.569655183,-0.925898171,-0.085360083,0.800527697,0.154786485,-0.176699891,2.311187403,-0.208682368,-1.286693076,-1.477387789,-3.252038931,-0.895161414,0.972284469,-0.454794147,0.064882202,0.323668846,-1.530898238,-0.054277186,-0.134450078,0.247629398,0.342132168,-1.025815585,-0.632337938,-0.28966164,0.223026915,-0.25949368,0.594189542,0.821024872,0.224243681,-0.726492438,0.02795581,0.011664903,0.654734309,-0.290132447,0.013916001,1.109530963,0.418395812,0.952692279,-0.101581312,1.500788207,-0.271088792,0.024278731,0.637399715,-1.36730022,-0.332158912,0.254538116,0.052061727,-0.125292132,0.258360638,1.203531133,0.400112793,-0.071005617,-0.273026475,-0.091925616,-0.071027905,0.888835236,-0.05121369,0.199856912,-0.260984328,0.51802871,4.598799212,0.161270729,1.016594921,-0.218188188,-0.077148624,1.104544197,0.812995635,0.213403981,0.980105366
BAY1e-11,0.093314796,0.030464977,-1.271572321,0.537071394,0.358634241,-0.136478696,-0.551838474,-0.246475308,0.13148507,0.487438872,0.68046577,-0.201832494,-1.465018284,0.410035112,-0.29351116,-0.256102343,-0.180469368,0.457072351,-1.063287168,-9.382842559,-0.546772352,1.886325514,-0.024073158,-1.098883907,-0.050627077,0.502931498,0.447687889,0.27774718,0.036810838,-0.598427462,-0.382184362,-0.520150087,0.051476156,0.047781246,-0.230433243,-0.00289203,-0.275827699,0.504516434,-1.521765245,0.447742522,0.029327747,-0.299507004,-0.107229456,0.918432072,-1.544540767,0.034047241,0.437296244,1.246533995,-6.037548994,0.052528136,0.569655183,-0.925898171,-0.085360083,0.800527697,0.154786485,-0.176699891,2.311187403,-0.208682368,-1.286693076,-1.477387789,-3.252038931,-0.895161414,0.972284469,-0.454794147,0.064882202,0.323668846,-1.530898238,-0.054277186,-0.134450078,0.247629398,0.342132168,-1.025815585,-0.632337938,-0.28966164,0.223026915,-0.25949368,0.594189542,0.821024872,0.224243681,-0.726492438,0.02795581,0.011664903,0.654734309,-0.290132447,0.013916001,1.109530963,0.418395812,0.952692279,-0.101581312,1.500788207,-0.271088792,0.024278731,0.637399715,-1.36730022,-0.332158912,0.254538116,0.052061727,-0.125292132,0.258360638,1.203531133,0.400112793,-0.071005617,-0.273026475,-0.091925616,-0.071027905,0.888835236,-0.05121369,0.199856912,-0.260984328,0.51802871,4.598799212,0.161270729,1.016594921,-0.218188188,-0.077148624,1.104544197,0.812995635,0.213403981,0.980105366
Avg Diff,,Avg Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNN5,-0.191092437,0.031326629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNN10,-0.175966387,0.028846949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNN15,-0.141960887,0.023272277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NN25,-0.22668496,0.037161469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NN50,0.164747531,0.027007792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NN100,-0.124863078,0.020469357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAY0.01,-0.080148785,0.013139145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAY1e-06,-0.080148788,0.013139146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAY1e-11,-0.080148788,0.013139146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
minWAR,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxWAR,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
