Name,WAR
Jose Mercedes\mercejo02,2.9
Kent Mercker*\merckke01,-0.3
Jose Mesa\mesajo01,-0.2
Dan Miceli\micelda01,0.6
Travis Miller*\milletr01,1.2
Trever Miller*\milletr02,-0.7
Wade Miller\millewa04,1.2
Alan Mills\millsal01,-0.1
Kevin Millwood\millwke01,1.7
Eric Milton*\miltoer01,3.5
Dave Mlicki\mlickda01,0.2
Brian Moehler\moehlbr01,2.2
Mike Mohler*\mohlemi01,-1
Gabe Molina\molinga01,-0.4
Steve Montgomery\montgst01,-0.3
Trey Moore*\mooretr01,-0.4
David Moraga*\moragda01,-0.8
Mike Morgan\morgami01,0.6
Jim Morris*\morrija03,-0.1
Matt Morris\morrima01,0.8
Danny Mota\motada01,-0.1
Guillermo Mota\motagu01,-0.2
Jamie Moyer*\moyerja01,-0.1
Mark Mulder*\muldema01,0.6
Terry Mulholland*\mulhote01,-0.2
Scott Mullen*\mullesc01,0.1
Mike Munoz*\munozmi01,-0.2
Peter Munro\munrope01,-0.2
Dan Murray\murrada02,0.3
Mike Mussina\mussimi01,5.6
Mike Myers*\myersmi01,2.6
Rodney Myers\myersro01,0
Aaron Myette\myettaa01,0.2
Charles Nagy\nagych01,-0.9
Joe Nathan\nathajo01,-0.2
Joey Nation*\natiojo01,-0.2
Jaime Navarro\navarja01,-1.5
Denny Neagle*\neaglde01,3.2
Jeff Nelson\nelsoje01,2.1
Robb Nen\nenro01,2.5
Alan Newman*\newmaal02,-0.1
Chris Nichting\nichtch01,-0.1
Doug Nickle\nickldo01,-0.1
C.J. Nitkowski*\nitkoc.01,-0.8
Hideo Nomo\nomohi01,2.6
Phil Norton*\nortoph01,-0.4
Vladimir Nunez\nunezvl01,-1.5
Brian O'Connor*\o'conbr02,-0.3
Tomo Ohka\ohkato01,2.3
Will Ohman*\ohmanwi01,-0.1
Omar Olivares\olivaom01,-0.6
Darren Oliver*\oliveda02,-0.7
Gregg Olson\olsongr01,-0.1
Steve Ontiveros\ontivst02,-0.2
Jesse Orosco*\oroscje01,-0.3
Ramon Ortiz\ortizra02,0.6
Russ Ortiz\ortizru01,0.2
Keith Osik\osikke01,-0.1
Antonio Osuna\osunaan01,0.8
Vicente Padilla\padilvi01,0.3
Lance Painter*\paintla01,0.7
Vicente Palacios\palacvi01,-0.3
Jose Paniagua\paniajo01,1.5
Chan Ho Park\parkch01,5
Jim Parque*\parquji01,2.9
Jose Parra\parrajo01,-0.1
Steve Parris\parrist01,1.4
John Parrish*\parrijo01,-0.4
Danny Patterson\patteda04,0.8
Carl Pavano\pavanca01,2.8
Jesus Pena*\penaje01,-0.1
Brad Penny\pennybr01,0.5
Troy Percival\percitr01,0.3
Carlos Perez*\perezca01,-0.3
Yorkis Perez*\perezyo01,-0.3
Matt Perisho*\perisma01,-1.4
Robert Person\persoro01,3.9
Chris Peters*\peterch01,0.8
Mark Petkovsek\petkoma01,0.9
Andy Pettitte*\pettian01,3.6
Hipolito Pichardo\pichahi01,1.1
Joel Pineiro\pineijo01,0
Dan Plesac*\plesada01,0.4
Cliff Politte\politcl01,1.2
Sidney Ponson\ponsosi01,2.7
Jim Poole*\pooleji02,-0.6
Lou Pote\potelo01,0.7
Brian Powell\powelbr01,0.1
Jay Powell\powelja04,0
Jeremy Powell\powelje01,-0.6
Ariel Prieto\prietar01,0.3
Luke Prokopec\prokolu01,0.3
Bill Pulsipher*\pulsibi01,-0.4
Paul Quantrill\quantpa01,0.9
Ruben Quevedo\queveru01,-1.9
Scott Radinsky*\radinsc01,
Brad Radke\radkebr01,6.2
Steve Rain\rainst01,0.4
Jason Rakers\rakerja01,-0.6
Hector Ramirez\ramirhe01,-0.3
Robert Ramsay*\ramsaro01,0.7
Pat Rapp\rapppa01,-0.2
Jon Ratliff\ratlijo01,0
Britt Reames\reamebr01,0.7
Mark Redman*\redmama01,3.4
Rick Reed\reedri01,2.8
Steve Reed\reedst01,0.6
Dan Reichert\reichda01,1.2
Bryan Rekar\rekarbr01,3
Mike Remlinger*\remlimi01,1.4
Alberto Reyes\reyesal01,0.1
Carlos Reyes\reyesca01,-0.3
Dennys Reyes*\reyesde01,-0.4
Shane Reynolds\reynosh01,1
Armando Reynoso\reynoar02,1.4
Arthur Rhodes*\rhodear01,0.6
John Riedling\riedljo01,0.2
Brad Rigby\rigbybr01,-0.7
Paul Rigdon\rigdopa01,0.6
Jerrod Riggan\riggaje01,0
Ricardo Rincon*\rincori01,0.6
Todd Ritchie\ritchto01,2
Luis Rivera\riverlu02,0.4
Mariano Rivera\riverma01,2.6
Grant Roberts\robergr01,-0.4
John Rocker*\rockejo01,0.6
Felix Rodriguez\rodrife01,1.9
Frankie Rodriguez\rodrifr02,-0.5
Jose Rodriguez*\rodrijo04,0
Rich Rodriguez*\rodriri02,-1.1
Kenny Rogers*\rogerke01,5
J.C. Romero*\romerj.01,-0.6
Rafael Roque*\roquera01,-0.1
Jose Rosado*\rosadjo01,0.1
Brian Rose\rosebr01,0.6
Kirk Rueter*\rueteki01,1.8
Johnny Ruffin\ruffijo01,-0.3
Sean Runyan*\runyase01,0
Ryan Rupe\rupery01,-0.8
Glendon Rusch*\ruschgl01,2.5
B.J. Ryan*\ryanb.01,-0.1
Jason Ryan\ryanja04,-0.3
Jesus Sanchez*\sanchje01,0.1
Johan Santana*\santajo02,0.1
Julio Santana\santaju01,-0.1
Jose Santiago\santijo03,1.1
Kazuhiro Sasaki\sasakka01,1.3
Scott Sauerbeck*\sauersc01,1.4
Rich Sauveur*\sauveri01,0.1
Bob Scanlan\scanlbo01,-0.3
Curt Schilling\schilcu01,5.1
Jason Schmidt\schmija01,0.2
Scott Schoeneweis*\schoesc01,0.6
Pete Schourek*\schoupe01,0.9
Steve Schrenk\schrest02,-0.4
Rudy Seanez\seaneru01,0.1
Chris Seelbach\seelbch02,-0.1
Aaron Sele\seleaa01,2.5
Dan Serafini*\serafda01,0.7
Scott Service\servisc01,-0.6
Jeff Shaw\shawje01,0.3
Scott Sheldon\sheldsc01,0
Paul Shuey\shueypa01,1.6
Brian Sikorski\sikorbr01,-0.1
Jose Silva\silvajo01,-0.1
Bill Simas\simasbi01,1.7
Mike Sirotka*\sirotmi01,4
Matt Skrmetta\skrmema01,-0.9
Heathcliff Slocumb\slocuhe01,-0.3
Joe Slusarski\slusajo01,1.6
Brian Smith\smithbr03,-0.1
Chuck Smith\smithch07,2.9
Dan Smith\smithda07,-0.1
John Snyder\snydejo02,-1.1
Jeff Sparks\sparkje01,0.4
Steve Sparks\sparkst01,1.4
Steve Sparks\sparkst02,0
Justin Speier\speieju01,1.6
Sean Spencer*\spencse01,0
Stan Spencer\spencst02,0.8
Paul Spoljaric*\spoljpa01,0
Jerry Spradlin\spradje01,-0.7
Dennis Springer\sprinde01,-0.3
Russ Springer\sprinru01,0.3
Jay Spurgeon\spurgja01,0.1
Rob Stanifer\staniro01,-0.6
Mike Stanton*\stantmi02,1.1
Gene Stechschulte\stechge01,-0.7
Blake Stein\steinbl01,1.6
Garrett Stephenson\stephga01,2.4
Dave Stevens\steveda01,-0.1
Todd Stottlemyre\stottto01,0.6
Scott Strickland\stricsc02,1.4
Joe Strong\stronjo01,-0.5
Everett Stull\stullev01,-0.2
Tanyon Sturtze\sturtta01,0.8
Scott Sullivan\sullisc01,1.8
Jeff Suppan\suppaje01,2.9
Mac Suzuki\suzukma01,3.2
Greg Swindell*\swindgr01,1.7
Jeff Tam\tamje01,2.7
Kevin Tapani\tapanke01,1.2
Julian Tavarez\tavarju01,2
Billy Taylor\taylobi04,-0.4
Amaury Telemaco\telemam01,-0.6
Anthony Telford\telfoan01,1.2
Jay Tessmer\tessmja01,-0.1
Mark Thompson\thompma01,-0.4
Mike Thurman\thurmmi01,-0.5
Mike Timlin\timlimi01,0.4
Kevin Tolar*\tolarke01,0.1
Brian Tollberg\tollbbr01,1.9
Brett Tomko\tomkobr01,0.4
Steve Trachsel\trachst01,2.7
Mike Trombley\trombmi01,1.2
T.J. Tucker\tucket.01,-0.3
Derrick Turnbow\turnbde01,0.3
Ugueth Urbina\urbinug01,0.3
Marc Valdes\valdema01,-0.2
Ismael Valdez\valdeis01,0
Todd Van Poppel\vanpoto01,1.4
Javier Vazquez\vazquja01,4.7
Mike Venafro*\venafmi01,1.5
Dave Veres\veresda01,2
Brandon Villafuerte\villabr01,-0.1
Ismael Villegas\villeis01,-0.1
Ron Villone*\villoro01,-0.3
Luis Vizcaino\vizcalu01,-0.3
Ryan Vogelsong\vogelry01,0.2
Ed Vosberg*\vosbeed01,0.4
Billy Wagner*\wagnebi02,-0.2
Dave Wainhouse\wainhda01,-0.3
Tim Wakefield\wakefti01,0.2
Kevin Walker*\walkeke02,0.3
Pete Walker\walkepe01,-0.2
Donne Wall\walldo01,1.2
Jeff Wallace*\wallaje01,-0.6
Bryan Ward*\wardbr01,0.5
John Wasdin\wasdijo01,0.5
Jarrod Washburn*\washbja01,1.9
Allen Watson*\watsoal01,-0.6
Mark Watson*\watsoma03,-0.2
David Weathers\weathda01,1.5
Eric Weaver\weaveer01,-0.3
Jeff Weaver\weaveje01,3.2
Ben Weber\weberbe01,-0.5
Bob Wells\wellsbo01,2.5
David Wells*\wellsda01,4.8
Kip Wells\wellski01,-0.2
Turk Wendell\wendetu01,1
Don Wengert\wengedo01,-0.2
Jake Westbrook\westbja01,-0.3
John Wetteland\wettejo01,0.7
Dan Wheeler\wheelda01,0.2
Matt Whisenant*\whisema01,0
Gabe White*\whitega01,4.4
Rick White\whiteri01,1.6
Matt Whiteside\whitema02,0
Bob Wickman\wickmbo01,1.4
Marc Wilkins\wilkima01,0.4
Brian Williams\willibr01,-0.9
Jeff Williams*\willije02,-0.6
Matt Williams*\willima09,-0.2
Mike Williams\willimi03,1.1
Woody Williams\williwo02,2.9
Scott Williamson\willisc01,2.8
Kris Wilson\wilsokr01,0.4
Paul Wilson\wilsopa02,1.6
Scott Winchester\winchsc01,0.1
Matt Wise\wisema01,0.2
Jay Witasick\witasja01,-0.6
Bobby Witt\wittbo01,-0.2
Mark Wohlers\wohlema01,0.2
Randy Wolf*\wolfra02,3
Kerry Wood\woodke02,1.8
Steve Woodard\woodast01,-0.8
Tim Worrell\worreti01,1.8
Jamey Wright\wrighja01,2.4
Jaret Wright\wrighja02,1.1
Kelly Wunsch*\wunscke01,2
Esteban Yan\yanes01,-0.4
Ed Yarnall*\yarnaed01,-0.2
Masato Yoshii\yoshima01,1.1
Danny Young*\youngda01,-0.4
Tim Young*\youngti01,0
Chad Zerbe*\zerbech01,0
Jeff Zimmerman\zimmeje02,0.3
Barry Zito*\zitoba01,3.4
