Name,W,L,ERA,G,GS,SV,IP,H,HR,BB,SO
Jack McDowell\mcdowja01,5,3,5.09,14,14,0,76,96,11,19,45
Chuck McElroy*\mcelrch01,6,4,2.9,78,0,2,68.1,68,3,24,61
Greg McMichael\mcmicgr01,5,4,4.1,64,0,2,68,81,9,35,55
Greg McMichael\mcmicgr01,1,2,3.97,22,0,0,22.2,23,1,14,22
Greg McMichael\mcmicgr01,0,1,4.4,12,0,1,14.1,17,1,6,11
Greg McMichael\mcmicgr01,4,1,4.06,30,0,1,31,41,7,15,22
Brian Meadows\meadobr01,11,13,5.21,31,31,0,174.1,222,20,46,88
Jim Mecir\mecirji01,7,2,3.11,68,0,0,84,68,6,33,77
Rafael Medina\medinra01,2,6,6.01,12,12,0,67.1,76,8,52,49
Ramiro Mendoza\mendora01,10,2,3.25,41,14,1,130.1,131,9,30,56
Jose Mercedes\mercejo02,2,2,6.75,7,5,0,32,42,5,9,11
Kent Mercker*\merckke01,11,11,5.07,30,29,0,161.2,199,11,53,72
Jose Mesa\mesajo01,8,7,4.57,76,0,1,84.2,91,8,38,63
Jose Mesa\mesajo01,3,4,5.17,44,0,1,54,61,7,20,35
Jose Mesa\mesajo01,5,3,3.52,32,0,0,30.2,30,1,18,28
Dan Miceli\micelda01,10,5,3.22,67,0,2,72.2,64,6,27,70
Chris Michalak*\michach01,0,0,11.81,5,0,0,5.1,9,1,4,5
Kurt Miller\milleku01,0,0,0,3,0,0,4,3,0,0,6
Travis Miller*\milletr01,0,2,3.86,14,0,0,23.1,25,0,11,23
Trever Miller*\milletr02,2,0,3.04,37,1,1,53.1,57,4,20,30
Alan Mills\millsal01,3,4,3.74,72,0,2,77,55,8,50,57
Kevin Millwood\millwke01,17,8,4.08,31,29,0,174.1,175,18,56,163
Eric Milton*\miltoer01,8,14,5.64,32,32,0,172.1,195,25,70,107
Dave Mlicki\mlickda01,8,7,4.57,30,30,0,181.1,188,23,63,117
Dave Mlicki\mlickda01,1,4,5.68,10,10,0,57,68,8,25,39
Dave Mlicki\mlickda01,7,3,4.05,20,20,0,124.1,120,15,38,78
Brian Moehler\moehlbr01,14,13,3.9,33,33,0,221.1,220,30,56,123
Mike Mohler*\mohlemi01,3,3,5.16,57,0,0,61,70,6,26,42
Jeff Montgomery\montgje01,2,5,4.98,56,0,36,56,58,8,22,54
Trey Moore*\mooretr01,2,5,5.02,13,11,0,61,78,5,17,35
Mike Morgan\morgami01,4,3,4.18,23,22,0,120.2,138,21,39,60
Mike Morgan\morgami01,4,2,3.49,18,17,0,98,108,13,24,50
Mike Morgan\morgami01,0,1,7.15,5,5,0,22.2,30,8,15,10
Alvin Morman*\mormaal01,0,2,5.28,40,0,0,29,33,5,14,23
Alvin Morman*\mormaal01,0,1,5.32,31,0,0,22,25,1,11,16
Alvin Morman*\mormaal01,0,1,5.14,9,0,0,7,8,4,3,7
Matt Morris\morrima01,7,5,2.53,17,17,0,113.2,101,8,42,79
Jamie Moyer*\moyerja01,15,9,3.53,34,34,0,234.1,234,23,42,158
Terry Mulholland*\mulhote01,6,5,2.89,70,6,3,112,100,7,39,72
Greg Mullins*\mulligr01,0,0,0,2,0,0,1,1,0,0,1
Bobby Munoz\munozbo01,0,0,9.75,9,1,0,12,18,4,6,6
Mike Munoz*\munozmi01,2,2,5.66,40,0,3,41.1,53,2,16,24
Mike Mussina\mussimi01,13,10,3.49,29,29,0,206.1,189,22,41,175
Mike Myers*\myersmi01,2,2,2.7,70,0,1,50,44,5,22,40
Randy Myers*\myersra01,4,7,4.92,62,0,28,56.2,59,6,26,41
Randy Myers*\myersra01,3,4,4.46,41,0,28,42.1,44,4,19,32
Randy Myers*\myersra01,1,3,6.28,21,0,0,14.1,15,2,7,9
Rodney Myers\myersro01,0,0,7,12,0,0,18,26,3,6,15
Charles Nagy\nagych01,15,10,5.22,33,33,0,210.1,250,34,66,120
Dan Naulty\naultda01,0,2,4.94,19,0,0,23.2,25,3,10,15
Jaime Navarro\navarja01,8,16,6.36,37,27,1,172.2,223,30,77,71
Denny Neagle*\neaglde01,16,11,3.55,32,31,0,210.1,196,25,60,165
Jeff Nelson\nelsoje01,5,3,3.79,45,0,3,40.1,44,1,22,35
Robb Nen\nenro01,7,7,1.52,78,0,40,88.2,59,4,25,110
C.J. Nitkowski*\nitkoc.01,3,3,3.77,43,0,3,59.2,49,4,23,44
Hideo Nomo\nomohi01,6,12,4.92,29,28,0,157.1,130,19,94,167
Hideo Nomo\nomohi01,2,7,5.05,12,12,0,67.2,57,8,38,73
Hideo Nomo\nomohi01,4,5,4.82,17,16,0,89.2,73,11,56,94
Vladimir Nunez\nunezvl01,0,0,10.13,4,0,0,5.1,7,0,2,2
Ryan Nye\nyery01,0,0,27,1,0,0,1,3,1,0,3
Chad Ogea\ogeach01,5,4,5.61,19,9,0,69,74,9,25,43
Kirt Ojala*\ojalaki01,2,7,4.25,41,13,0,125,128,14,59,75
Omar Olivares\olivaom01,9,9,4.03,37,26,0,183,189,19,91,112
Darren Oliver*\oliveda02,10,11,5.73,29,29,0,160.1,204,18,66,87
Darren Oliver*\oliveda02,6,7,6.53,19,19,0,103.1,140,11,43,58
Darren Oliver*\oliveda02,4,4,4.26,10,10,0,57,64,7,23,29
Gregg Olson\olsongr01,3,4,3.01,64,0,30,68.2,56,4,25,55
Mike Oquist\oquismi01,7,11,6.22,31,29,0,175,210,27,57,112
Jesse Orosco*\oroscje01,4,1,3.18,69,0,7,56.2,46,6,28,50
Russ Ortiz\ortizru01,4,4,4.99,22,13,0,88.1,90,11,46,75
Donovan Osborne*\osbordo01,5,4,4.09,14,14,0,83.2,84,11,22,60
Antonio Osuna\osunaan01,7,1,3.06,54,0,6,64.2,50,8,32,72
Lance Painter*\paintla01,4,0,3.99,65,0,1,47.1,42,5,28,39
Donn Pall\palldo01,0,1,5.13,23,0,0,33.1,42,5,7,26
Jose Paniagua\paniajo01,2,0,2.05,18,0,1,22,15,3,5,16
Chan Ho Park\parkch01,15,9,3.71,34,34,0,220.2,199,16,97,191
Jim Parque*\parquji01,7,5,5.1,21,21,0,113,135,14,49,77
Steve Parris\parrist01,6,5,3.73,18,16,0,99,89,9,32,77
Bronswell Patrick\patribr01,4,1,4.69,32,3,0,78.2,83,9,29,49
Bob Patterson*\pattebo01,1,1,7.52,33,0,1,20.1,36,2,12,17
Danny Patterson\patteda04,2,5,4.45,56,0,2,60.2,64,11,19,33
Carl Pavano\pavanca01,6,9,4.21,24,23,0,134.2,130,18,43,83
Roger Pavlik\pavliro01,1,1,3.86,5,0,1,14,16,2,5,8
Brad Pennington*\pennibr01,0,0,inf,1,0,0,0,1,0,3,0
Troy Percival\percitr01,2,7,3.65,67,0,42,66.2,45,5,37,87
Carlos Perez*\perezca01,11,14,3.59,34,34,0,241,244,21,63,128
Carlos Perez*\perezca01,7,10,3.75,23,23,0,163.1,177,12,33,82
Carlos Perez*\perezca01,4,4,3.24,11,11,0,77.2,67,9,30,46
Odalis Perez*\perezod01,0,1,4.22,10,0,0,10.2,10,1,4,5
Yorkis Perez*\perezyo01,0,2,3.81,57,0,0,52,40,3,25,42
Matt Perisho*\perisma01,0,2,27,2,2,0,5,15,2,8,2
Robert Person\persoro01,3,1,7.04,27,0,6,38.1,45,9,22,31
Chris Peters*\peterch01,8,10,3.47,39,21,1,148,142,13,55,103
Mark Petkovsek\petkoma01,7,4,4.77,48,10,0,105.2,131,9,36,55
Andy Pettitte*\pettian01,16,11,4.24,33,32,0,216.1,226,20,87,146
Hipolito Pichardo\pichahi01,7,8,5.13,27,18,1,112.1,126,11,43,55
Ricky Pickett*\pickeri01,0,0,81,2,0,0,0.2,3,0,4,2
Marc Pisciotta\piscima01,1,2,4.09,43,0,0,44,44,4,32,31
Jim Pittsley\pittsji01,1,1,6.59,39,2,0,68.1,88,13,37,44
Dan Plesac*\plesada01,4,3,3.78,78,0,4,50,41,4,16,55
Eric Plunk\plunker01,4,3,4.33,63,0,1,72.2,77,9,30,74
Eric Plunk\plunker01,3,1,4.83,37,0,0,41,44,6,15,38
Eric Plunk\plunker01,1,2,3.69,26,0,1,31.2,33,3,15,36
Cliff Politte\politcl01,2,3,6.32,8,8,0,37,45,6,18,22
Sidney Ponson\ponsosi01,8,9,5.27,31,20,1,135,157,19,42,85
Jim Poole*\pooleji02,1,3,5.26,38,0,0,39.1,47,5,12,27
Jim Poole*\pooleji02,1,3,5.29,26,0,0,32.1,38,5,9,16
Jim Poole*\pooleji02,0,0,5.14,12,0,0,7,9,0,3,11
Mark Portugal\portuma01,10,5,4.44,26,26,0,166.1,186,26,32,104
Brian Powell\powelbr01,3,8,6.35,18,16,0,83.2,101,17,36,46
Jay Powell\powelja04,7,7,3.33,62,0,7,70.1,58,6,37,62
Jay Powell\powelja04,4,4,4.21,33,0,3,36.1,36,5,22,24
Jay Powell\powelja04,3,3,2.38,29,0,4,34,22,1,15,38
Jeremy Powell\powelje01,1,5,7.92,7,6,0,25,27,5,11,14
Eddie Priest*\priesed01,0,1,10.5,2,2,0,6,12,2,1,1
Ariel Prieto\prietar01,0,1,11.88,2,2,0,8.1,17,2,5,8
Bill Pulsipher*\pulsibi01,3,4,5.1,26,11,0,72.1,86,8,31,51
Bill Pulsipher*\pulsibi01,0,0,6.91,15,1,0,14.1,23,2,5,13
Bill Pulsipher*\pulsibi01,3,4,4.66,11,10,0,58,63,6,26,38
Paul Quantrill\quantpa01,3,4,2.59,82,0,7,80,88,5,22,59
Scott Radinsky*\radinsc01,6,6,2.63,62,0,13,61.2,63,5,20,45
Brad Radke\radkebr01,12,14,4.3,32,32,0,213.2,238,23,43,146
Brady Raggio\raggibr01,1,1,15.43,4,1,0,7,22,1,3,3
Jason Rakers\rakerja01,0,0,9,1,0,0,1,0,0,3,0
Roberto Ramirez*\ramirro01,1,0,6.14,21,0,0,14.2,12,4,12,17
Pat Rapp\rapppa01,12,13,5.3,32,32,0,188.1,208,24,107,132
Fred Rath\rathfr02,0,0,1.69,2,0,0,5.1,6,0,2,2
Gary Rath*\rathga01,0,0,10.8,3,0,0,3.1,3,1,2,4
Rick Reed\reedri01,16,11,3.48,31,31,0,212.1,208,30,29,153
Steve Reed\reedst01,4,3,3.14,70,0,1,80.1,56,8,27,73
Steve Reed\reedst01,2,1,1.48,50,0,1,54.2,30,4,19,50
Steve Reed\reedst01,2,2,6.66,20,0,0,25.2,26,4,8,23
Bryan Rekar\rekarbr01,2,8,4.98,16,15,0,86.2,95,16,21,55
Mike Remlinger*\remlimi01,8,15,4.82,35,28,0,164.1,164,23,87,144
Alberto Reyes\reyesal01,5,1,3.95,50,0,0,57,55,9,31,58
Carlos Reyes\reyesca01,3,3,3.55,46,0,1,66,58,6,20,47
Carlos Reyes\reyesca01,2,2,3.58,22,0,1,27.2,23,4,6,24
Carlos Reyes\reyesca01,1,1,3.52,24,0,0,38.1,35,2,14,23
Dennys Reyes*\reyesde01,3,5,4.54,19,10,0,67.1,62,3,47,77
Dennys Reyes*\reyesde01,0,4,4.71,11,3,0,28.2,27,1,20,33
Dennys Reyes*\reyesde01,3,1,4.42,8,7,0,38.2,35,2,27,44
Shane Reynolds\reynosh01,19,8,3.51,35,35,0,233.1,257,25,53,209
Armando Reynoso\reynoar02,7,3,3.82,11,11,0,68.1,64,4,32,40
Arthur Rhodes*\rhodear01,4,4,3.51,45,0,4,77,65,8,34,83
Ricardo Rincon*\rincori01,0,2,2.91,60,0,14,65,50,6,29,64
Danny Rios\riosda01,0,1,6.14,5,0,0,7.1,9,1,6,6
Bill Risley\rislebi01,3,4,5.27,44,0,0,54.2,52,7,34,42
Todd Ritchie\ritchto01,0,0,5.63,15,0,0,24,30,1,9,21
Kevin Ritz\ritzke01,0,2,11,2,2,0,9,17,1,2,3
Mariano Rivera\riverma01,3,0,1.91,54,0,36,61.1,48,3,17,36
Todd Rizzo*\rizzoto01,0,0,13.5,9,0,0,6.2,12,0,6,3
Rich Robertson*\roberri02,0,0,15.88,5,0,0,5.2,11,3,2,3
John Rocker*\rockejo01,1,3,2.13,47,0,2,38,22,4,22,42
Felix Rodriguez\rodrife01,0,2,6.14,43,0,5,44,44,5,29,36
Frankie Rodriguez\rodrifr02,4,6,6.56,20,11,0,70,88,6,30,62
Nerio Rodriguez\rodrine01,2,3,8.56,13,4,0,27.1,35,1,17,11
Nerio Rodriguez\rodrine01,1,3,8.05,6,4,0,19,25,0,9,8
Nerio Rodriguez\rodrine01,1,0,9.72,7,0,0,8.1,10,1,8,3
Rich Rodriguez*\rodriri02,4,0,3.7,68,0,2,65.2,69,7,20,44
Kenny Rogers*\rogerke01,16,8,3.17,34,34,0,238.2,215,19,67,138
Mel Rojas\rojasme01,5,2,6.05,50,0,2,58,68,9,30,41
Rafael Roque*\roquera01,4,2,4.88,9,9,0,48,42,9,24,34
Jose Rosado*\rosadjo01,8,11,4.69,38,25,1,174.2,180,25,57,135
Brian Rose\rosebr01,1,4,6.93,8,8,0,37.2,43,9,14,18
Matt Ruebel*\ruebema01,0,2,6.23,7,1,0,8.2,11,3,4,6
Kirk Rueter*\rueteki01,16,9,4.36,33,33,0,187.2,193,27,57,102
Sean Runyan*\runyase01,1,4,3.58,88,0,1,50.1,47,7,28,39
Glendon Rusch*\ruschgl01,6,15,5.88,29,24,1,154.2,191,22,50,94
Ken Ryan\ryanke01,0,0,4.37,17,1,0,22.2,21,1,20,16
Bret Saberhagen\saberbr01,15,8,3.96,31,31,0,175,181,22,29,100
A.J. Sager\sagera.01,4,2,6.52,31,3,2,59.1,79,7,23,23
Mike Saipe\saipemi01,0,1,10.8,2,2,0,10,22,5,0,2
Benj Sampson*\sampsbe01,1,0,1.56,5,2,0,17.1,10,0,6,16
Jesus Sanchez*\sanchje01,7,9,4.47,35,29,0,173,178,18,91,137
Scott Sanders\sandesc02,3,3,7.36,26,2,0,40.1,57,6,11,32
Scott Sanders\sandesc02,0,2,17.69,3,2,0,9.2,24,1,6,6
Scott Sanders\sandesc02,3,1,4.11,23,0,0,30.2,33,5,5,26
Julio Santana\santaju01,5,6,4.39,35,19,0,145.2,151,18,62,61
Julio Santana\santaju01,0,0,8.44,3,0,0,5.1,7,0,4,1
Julio Santana\santaju01,5,6,4.23,32,19,0,140.1,144,18,58,60
Marino Santana\santama01,0,0,3.68,7,0,0,7.1,9,1,8,10
Jose Santiago\santijo03,0,0,9,2,0,0,2,4,0,0,2
Tony Saunders*\saundto01,6,15,4.12,31,31,0,192.1,191,15,111,172
Bob Scanlan\scanlbo01,0,1,3.08,27,0,0,26.1,24,4,13,9
Curt Schilling\schilcu01,15,14,3.25,35,35,0,268.2,236,23,61,300
Jason Schmidt\schmija01,11,14,4.07,33,33,0,214.1,228,24,71,158
Pete Schourek*\schoupe01,8,9,4.43,25,23,0,124,127,17,50,95
Pete Schourek*\schoupe01,7,6,4.5,15,15,0,80,82,10,36,59
Pete Schourek*\schoupe01,1,3,4.3,10,8,0,44,45,7,14,36
Rudy Seanez\seaneru01,4,1,2.75,34,0,2,36,25,2,16,50
Aaron Sele\seleaa01,19,11,4.23,33,33,0,212.2,239,14,84,167
Dan Serafini*\serafda01,7,4,6.48,28,9,0,75,95,10,29,46
Scott Service\servisc01,6,4,3.48,73,0,4,82.2,70,7,34,95
Jeff Shaw\shawje01,3,8,2.12,73,0,48,85,75,8,19,55
Jeff Shaw\shawje01,2,4,1.81,39,0,23,49.2,40,2,12,29
Jeff Shaw\shawje01,1,4,2.55,34,0,25,35.1,35,6,7,26
Brian Shouse*\shousbr01,0,1,5.63,7,0,0,8,9,2,4,5
Paul Shuey\shueypa01,5,4,3,43,0,2,51,44,6,25,58
Jose Silva\silvajo01,6,7,4.4,18,18,0,100.1,104,7,30,64
Bill Simas\simasbi01,4,3,3.57,60,0,18,70.2,54,12,22,56
Steve Sinclair*\sinclst01,0,2,3.6,24,0,0,15,13,0,5,8
Mike Sirotka*\sirotmi01,14,15,5.06,33,33,0,211.2,255,30,47,128
Heathcliff Slocumb\slocuhe01,2,5,5.32,57,0,3,67.2,72,5,44,51
Aaron Small\smallaa01,4,2,5.59,47,0,0,67.2,83,8,22,33
Aaron Small\smallaa01,1,1,7.25,24,0,0,36,51,3,14,19
Aaron Small\smallaa01,3,1,3.69,23,0,0,31.2,32,5,8,14
Pete Smith\smithpe02,5,5,5.5,37,12,0,88.1,102,12,34,65
Pete Smith\smithpe02,3,2,4.78,10,8,0,43.1,45,5,18,36
Pete Smith\smithpe02,2,3,6.2,27,4,0,45,57,7,16,29
Travis Smith\smithtr01,0,0,0,1,0,0,2,1,0,0,1
John Smoltz\smoltjo01,17,3,2.9,26,26,0,167.2,145,10,44,173
John Snyder\snydejo02,7,2,4.8,15,14,0,86.1,96,14,23,52
Clint Sodowsky\sodowcl01,3,6,5.68,45,6,0,77.2,86,5,39,42
Steve Sparks\sparkst01,9,4,4.34,22,20,0,128.2,130,14,58,90
Justin Speier\speieju01,0,3,8.71,19,0,0,20.2,27,7,13,17
Justin Speier\speieju01,0,0,13.5,1,0,0,1.1,2,0,1,2
Justin Speier\speieju01,0,3,8.38,18,0,0,19.1,25,7,12,15
Stan Spencer\spencst02,1,0,4.7,6,5,0,30.2,29,5,4,31
Paul Spoljaric*\spoljpa01,4,6,6.48,53,6,0,83.1,85,14,55,89
Jerry Spradlin\spradje01,4,4,3.53,69,0,1,81.2,63,9,20,76
Dennis Springer\sprinde01,3,11,5.45,29,17,0,115.2,120,21,60,46
Russ Springer\sprinru01,5,4,4.1,48,0,0,52.2,51,4,30,56
Russ Springer\sprinru01,4,3,4.13,26,0,0,32.2,29,4,14,37
Russ Springer\sprinru01,1,1,4.05,22,0,0,20,22,0,16,19
Rob Stanifer\staniro01,2,4,5.63,38,0,1,48,54,5,22,30
Mike Stanton*\stantmi02,4,1,5.47,67,0,6,79,71,13,26,69
Kennie Steenstra\steenke01,0,0,10.8,4,0,0,3.1,7,2,1,4
Blake Stein\steinbl01,5,9,6.37,24,20,0,117.1,117,22,71,89
Garrett Stephenson\stephga01,0,2,9,6,6,0,23,31,3,19,17
Dave Stevens\steveda01,1,2,4.74,31,0,0,38,42,6,17,31
Dave Stieb\stiebda01,1,2,4.83,19,3,2,50.1,58,6,17,27
Jim Stoops\stoopji01,1,0,2.25,3,0,0,4,5,1,3,0
Todd Stottlemyre\stottto01,14,13,3.74,33,33,0,221.2,214,25,81,204
Todd Stottlemyre\stottto01,9,9,3.51,23,23,0,161.1,146,20,51,147
Todd Stottlemyre\stottto01,5,4,4.33,10,10,0,60.1,68,5,30,57
Scott Sullivan\sullisc01,5,5,5.21,67,0,1,102,98,14,36,86
Jeff Suppan\suppaje01,1,7,5.72,17,14,0,78.2,91,13,22,51
Jeff Suppan\suppaje01,1,7,6.68,13,13,0,66,82,12,21,39
Jeff Suppan\suppaje01,0,0,0.71,4,1,0,12.2,9,1,1,12
Mac Suzuki\suzukma01,1,2,7.18,6,5,0,26.1,34,3,15,19
Bill Swift\swiftbi02,11,9,5.85,29,26,0,144.2,183,21,51,77
Greg Swindell*\swindgr01,5,6,3.59,81,0,2,90.1,92,13,31,63
Greg Swindell*\swindgr01,3,3,3.66,52,0,2,66.1,67,10,18,45
Greg Swindell*\swindgr01,2,3,3.38,29,0,0,24,25,3,13,18
Jeff Tabaka*\tabakje01,2,2,3.02,37,0,0,50.2,37,6,22,40
Jeff Tam\tamje01,1,1,6.28,15,0,0,14.1,13,2,4,8
Kevin Tapani\tapanke01,19,9,4.85,35,34,0,219,244,30,62,136
Ramon Tatis*\tatisra01,0,0,13.89,22,0,0,11.2,23,2,16,5
Julian Tavarez\tavarju01,5,3,3.8,60,0,1,85.1,96,5,36,52
Billy Taylor\taylobi04,4,9,3.58,70,0,33,73,71,7,22,58
Amaury Telemaco\telemam01,7,10,3.93,41,18,0,148.2,150,18,46,78
Amaury Telemaco\telemam01,1,1,3.9,14,0,0,27.2,23,5,13,18
Amaury Telemaco\telemam01,6,9,3.94,27,18,0,121,127,13,33,60
Anthony Telford\telfoan01,3,6,3.86,77,0,1,91,85,9,36,59
Dave Telgheder\telghda01,0,1,3.6,8,2,0,20,19,4,6,5
Jay Tessmer\tessmja01,1,0,3.12,7,0,0,8.2,4,1,4,6
Bob Tewksbury\tewksbo01,7,13,4.79,26,25,0,148.1,174,19,20,60
Justin Thompson*\thompju02,11,15,4.05,34,34,0,222,227,20,79,149
Mark Thompson\thompma01,1,2,7.71,6,6,0,23.1,36,8,12,14
John Thomson\thomsjo01,8,11,4.81,26,26,0,161,174,21,49,106
Mike Thurman\thurmmi01,4,5,4.7,14,13,0,67,60,7,26,32
Mike Timlin\timlimi01,3,3,2.95,70,0,19,79.1,78,5,16,60
Brett Tomko\tomkobr01,13,12,4.44,34,34,0,210.2,198,22,64,162
Steve Trachsel\trachst01,15,8,4.46,33,33,0,208,204,27,84,149
Mike Trombley\trombmi01,6,5,3.63,77,1,1,96.2,90,16,41,89
Ugueth Urbina\urbinug01,6,3,1.3,64,0,34,69.1,37,2,33,94
Marc Valdes\valdema01,1,3,7.43,20,4,0,36.1,41,6,21,28
Carlos Valdez\valdeca01,1,0,0,4,0,0,3.1,1,0,5,4
Efrain Valdez*\valdeef01,0,0,4.15,6,0,0,4.1,7,2,1,2
Ismael Valdez\valdeis01,11,10,3.98,27,27,0,174,171,17,66,122
Todd Van Poppel\vanpoto01,2,4,6.38,22,11,0,66.1,79,9,28,42
Todd Van Poppel\vanpoto01,1,2,8.84,4,4,0,19.1,26,5,10,10
Todd Van Poppel\vanpoto01,1,2,5.36,18,7,0,47,53,4,18,32
Ben VanRyn*\vanrybe01,0,2,6.14,25,0,0,14.2,18,0,12,10
Ben VanRyn*\vanrybe01,0,1,5.06,15,0,0,10.2,12,0,10,7
Ben VanRyn*\vanrybe01,0,0,3.38,9,0,0,8,9,0,6,6
Ben VanRyn*\vanrybe01,0,1,10.13,6,0,0,2.2,3,0,4,1
Ben VanRyn*\vanrybe01,0,1,9,10,0,0,4,6,0,2,3
Javier Vazquez\vazquja01,5,15,6.06,33,32,0,172.1,196,31,68,139
Dario Veras\verasda01,0,1,10.13,7,0,0,8,12,0,7,2
Dave Veres\veresda01,3,1,2.83,63,0,8,76.1,67,6,27,74
Ron Villone*\villoro01,0,0,6,25,0,0,27,30,3,22,15
Terrell Wade*\wadete01,1,1,5.06,2,2,0,10.2,14,3,2,8
Billy Wagner*\wagnebi02,4,3,2.7,58,0,30,60,46,6,25,97
Paul Wagner\wagnepa01,1,5,7.11,13,9,0,55.2,67,10,31,37
Dave Wainhouse\wainhda01,1,0,4.91,10,0,0,11,15,1,5,3
Tim Wakefield\wakefti01,17,8,4.58,36,33,0,216,211,30,79,146
Jamie Walker*\walkeja01,0,1,9.87,6,2,0,17.1,30,5,3,15
Donne Wall\walldo01,5,4,2.43,46,1,1,70.1,50,6,32,56
Bryan Ward*\wardbr01,1,2,3.33,28,0,1,27,30,4,7,17
John Wasdin\wasdijo01,6,4,5.25,47,8,0,96,111,14,27,59
Jarrod Washburn*\washbja01,6,3,4.62,15,11,0,74,70,11,27,48
Allen Watson*\watsoal01,6,7,6.04,28,14,0,92.1,122,12,34,64
David Weathers\weathda01,6,5,4.91,44,9,0,110,130,6,41,94
David Weathers\weathda01,2,4,6.21,16,9,0,62.1,86,3,27,51
David Weathers\weathda01,4,1,3.21,28,0,0,47.2,44,3,14,43
Eric Weaver\weaveer01,2,0,0.93,7,0,0,9.2,5,1,6,5
Neil Weber*\webbene01,0,0,11.57,4,0,0,2.1,5,0,3,4
Mike Welch\welchmi03,0,2,8.27,10,2,0,20.2,26,7,7,15
Bob Wells\wellsbo01,2,2,6.1,30,0,0,51.2,54,12,16,29
David Wells*\wellsda01,18,4,3.49,30,30,0,214.1,195,29,29,163
Turk Wendell\wendetu01,5,1,2.93,66,0,4,76.2,62,4,33,58
Don Wengert\wengedo01,1,5,5.26,31,6,1,63.1,76,10,28,46
Don Wengert\wengedo01,0,0,5.93,10,0,1,13.2,21,2,5,5
Don Wengert\wengedo01,1,5,5.07,21,6,0,49.2,55,8,23,41
David West*\westda01,0,0,27,6,0,0,2,7,1,7,4
John Wetteland\wettejo01,3,1,2.03,63,0,42,62,47,6,14,72
Matt Whisenant*\whisema01,2,1,4.9,70,0,2,60.2,61,3,33,45
Gabe White*\whitega01,5,5,4.01,69,3,9,98.2,86,17,27,83
Rick White\whiteri01,2,6,3.8,38,3,0,68.2,66,8,23,39
Mark Whiten\whitema01,0,0,9,1,0,0,1,1,0,2,3
Matt Whiteside\whitema02,1,1,8.5,10,0,0,18,27,6,5,14
Bob Wickman\wickmbo01,6,9,3.72,72,0,25,82.1,79,5,39,71
Marc Wilkins\wilkima01,0,0,3.52,16,0,0,15.1,13,1,9,17
Mike Williams\willimi03,4,2,1.94,37,1,0,51,39,1,16,59
Todd Williams\willito02,0,1,7.71,6,0,0,9.1,15,1,6,4
Woody Williams\williwo02,10,9,4.46,32,32,0,209.2,196,36,81,151
Trevor Wilson*\wilsotr01,0,0,3.52,15,0,0,7.2,8,0,5,6
Scott Winchester\winchsc01,3,6,5.81,16,16,0,79,101,12,27,40
Darrin Winston*\winstda01,2,2,6.12,27,0,1,25,31,7,6,11
Jay Witasick\witasja01,1,3,6.33,7,3,0,27,36,9,15,29
Shannon Withem\whitesh01,0,0,3,1,0,0,3,3,0,2,2
Bobby Witt\wittbo01,7,9,6.56,31,18,0,116.2,150,21,53,58
Bobby Witt\wittbo01,5,4,7.66,14,13,0,69.1,95,14,33,30
Bobby Witt\wittbo01,2,5,4.94,17,5,0,47.1,55,7,20,28
Mark Wohlers\wohlema01,0,1,10.18,27,0,8,20.1,18,2,33,22
Bob Wolcott\wolcobo01,1,3,7.09,6,6,0,33,32,7,13,21
Kerry Wood\woodke02,13,6,3.4,26,26,0,166.2,117,14,85,233
Brad Woodall*\woodabr01,7,9,4.96,31,20,0,138,145,25,47,85
Steve Woodard\woodast01,10,12,4.18,34,26,0,165.2,170,19,33,135
Tim Worrell\worreti01,2,7,5.24,43,9,0,103,106,16,29,82
Tim Worrell\worreti01,2,6,5.98,15,9,0,61.2,66,11,19,47
Tim Worrell\worreti01,0,0,5.06,3,0,0,5.1,6,0,2,2
Tim Worrell\worreti01,0,1,4,25,0,0,36,34,5,8,33
Jamey Wright\wrighja01,9,14,5.67,34,34,0,206.1,235,24,95,86
Jaret Wright\wrighja02,12,10,4.72,32,32,0,192.2,207,22,87,140
Esteban Yan\yanes01,5,4,3.86,64,0,1,88.2,78,11,41,77
Masato Yoshii\yoshima01,6,8,3.93,29,29,0,171.2,166,22,53,117
Tim Young*\youngti01,0,0,6,10,0,0,6,6,0,4,7
