Name,W,L,ERA,G,GS,SV,IP,H,HR,BB,SO
Scott Bailes*\bailesc01,1,0,2.86,24,0,0,22,18,2,10,14
Cory Bailey\baileco01,0,1,8.38,7,0,0,9.2,15,1,4,5
Roger Bailey\bailero01,9,10,4.29,29,29,0,191,210,27,70,84
James Baldwin\baldwja01,12,15,5.27,32,32,0,200,205,19,83,140
Willie Banks\bankswi01,3,0,1.93,5,1,0,14,9,0,6,8
Manuel Barrios\barrima01,0,0,12,2,0,0,3,6,0,3,3
Rich Batchelor\batchri01,3,1,5.97,23,0,0,28.2,40,2,14,18
Rich Batchelor\batchri01,1,1,4.5,10,0,0,16,21,0,7,8
Rich Batchelor\batchri01,2,0,7.82,13,0,0,12.2,19,2,7,10
Miguel Batista\batismi01,0,5,5.7,11,6,0,36.1,36,4,24,27
Jose Bautista\bautijo01,2,2,6.66,32,0,0,52.2,70,8,14,23
Jose Bautista\bautijo01,2,2,6.69,21,0,0,40.1,55,6,12,19
Jose Bautista\bautijo01,0,0,6.57,11,0,0,12.1,15,2,2,4
Rod Beck\beckro01,7,4,3.47,73,0,37,70,67,7,8,53
Robbie Beckett*\beckero01,0,0,5.4,2,0,0,1.2,1,0,1,2
Matt Beech*\beechma01,4,9,5.07,24,24,0,136.2,147,25,57,120
Tim Belcher\belchti01,13,12,5.02,32,32,0,213.1,242,31,70,113
Stan Belinda\belinst01,1,5,3.71,84,0,1,99.1,84,11,33,114
Rigo Beltran*\beltrri01,1,2,3.48,35,4,1,54.1,47,3,17,50
Alan Benes\benesal01,9,9,2.89,23,23,0,161.2,128,13,68,160
Andy Benes\benesan01,10,7,3.1,26,26,0,177,149,9,61,175
Armando Benitez\benitar01,4,5,2.45,71,0,9,73.1,49,7,43,106
Mike Benjamin\benjami01,0,0,0,1,0,0,1,0,0,0,0
Shayne Bennett\bennesh01,0,1,3.18,16,0,0,22.2,21,2,9,8
Jason Bere\bereja01,4,2,4.71,6,6,0,28.2,20,4,17,21
Sean Bergman\bergmse01,2,4,6.09,44,9,0,99,126,11,38,74
Mike Bertotti*\bertomi01,0,0,7.36,9,0,0,3.2,9,0,2,4
Brian Bevil\bevilbr01,1,2,6.61,18,0,1,16.1,16,1,9,13
Mike Bielecki\bielemi01,3,7,4.08,50,0,2,57.1,56,9,21,60
Willie Blair\blairwi01,16,8,4.17,29,27,0,175,186,18,46,90
Ron Blazier\blaziro01,1,1,5.03,36,0,0,53.2,62,8,21,42
Doug Bochtler\bochtdo01,3,6,4.77,54,0,2,60.1,51,3,50,46
Brian Boehringer\boehrbr01,3,2,2.63,34,0,0,48,39,4,32,53
Wade Boggs\boggswa01,0,0,0,1,0,0,1,0,0,1,1
Brian Bohanon*\bohanbr01,6,4,3.82,19,14,0,94.1,95,9,34,66
Ricky Bones\bonesri01,4,8,6.75,30,13,0,96,133,12,36,44
Ricky Bones\bonesri01,0,1,10.19,9,2,0,17.2,31,2,11,8
Ricky Bones\bonesri01,4,7,5.97,21,11,0,78.1,102,10,25,36
Toby Borland\borlato02,0,1,7.56,16,0,1,16.2,17,2,21,8
Toby Borland\borlato02,0,1,6.08,13,0,1,13.1,11,1,14,7
Toby Borland\borlato02,0,0,13.5,3,0,0,3.1,6,1,7,1
Joe Borowski\borowjo01,2,3,4.15,21,0,0,26,29,2,20,8
Joe Borowski\borowjo01,2,2,3.75,20,0,0,24,27,2,16,6
Joe Borowski\borowjo01,0,1,9,1,0,0,2,2,0,4,2
Shawn Boskie\boskish01,6,6,6.43,28,9,1,77,95,14,26,50
Ricky Bottalico\bottari01,2,5,3.65,69,0,34,74,68,7,42,89
Kent Bottenfield\botteke01,2,3,3.86,64,0,2,84,82,13,35,74
Mike Bovee\boveemi01,0,0,5.4,3,0,0,3.1,3,1,1,5
Shane Bowers\bowersh01,0,3,8.05,5,5,0,19,27,2,8,7
Mark Brandenburg\brandma01,0,2,5.49,31,0,0,41,49,3,16,34
Jeff Brantley\brantje01,1,1,3.86,13,0,1,11.2,9,2,7,16
Billy Brewer*\brewebi01,1,2,4.13,28,0,0,24,19,3,13,17
Billy Brewer*\brewebi01,0,0,13.5,3,0,0,2,4,1,2,1
Billy Brewer*\brewebi01,1,2,3.27,25,0,0,22,15,2,11,16
Doug Brocail\brocado01,3,4,3.23,61,4,2,78,74,10,36,60
Chris Brock\brockch01,0,0,5.58,7,6,0,30.2,34,2,19,16
Kevin Brown\brownke01,16,8,2.69,33,33,0,237.1,214,10,66,205
Jim Bruske\bruskji01,4,1,3.63,28,0,0,44.2,37,4,25,32
Jim Bullinger\bulliji01,7,12,5.56,36,25,0,155.1,165,17,74,87
Dave Burba\burbada01,11,10,4.73,30,27,0,160,157,22,73,131
John Burke\burkejo04,2,5,6.56,17,9,0,59,83,13,26,39
John Burkett\burkejo03,9,12,4.56,30,30,0,189.1,240,20,30,139
Terry Burrows*\burrote01,0,2,10.45,13,0,0,10.1,12,1,8,8
Mike Busby\busbymi01,0,2,8.79,3,3,0,14.1,24,2,4,6
Paul Byrd\byrdpa01,4,4,5.26,31,4,0,53,47,6,28,37
Jose Cabrera\cabrejo01,0,0,1.17,12,0,0,15.1,6,1,6,18
Greg Cadaret*\cadargr01,0,0,3.29,15,0,0,13.2,11,1,8,11
Tom Candiotti\candito01,10,7,3.6,41,18,0,135,128,21,40,89
John Cangelosi*\cangejo01,0,0,0,1,0,0,1,0,0,1,0
Dan Carlson\carlsda01,0,0,7.63,6,0,0,15.1,20,5,8,14
Rafael Carmona\carmora01,0,0,3.18,4,0,0,5.2,3,1,2,6
Chris Carpenter\carpech01,3,7,5.09,14,13,0,81.1,108,7,37,55
Giovanni Carrara\carragi01,0,1,7.84,2,2,0,10.1,14,4,6,5
Hector Carrasco\carrahe01,2,8,4.4,66,0,0,86,80,7,41,76
Hector Carrasco\carrahe01,1,2,3.68,38,0,0,51.1,51,3,25,46
Hector Carrasco\carrahe01,1,6,5.45,28,0,0,34.2,29,4,16,30
Larry Casian*\casiala01,0,3,5.7,44,0,0,36.1,48,8,8,23
Larry Casian*\casiala01,0,1,7.45,12,0,0,9.2,16,3,2,7
Larry Casian*\casiala01,0,2,5.06,32,0,0,26.2,32,5,6,16
Carlos Castillo\castica02,2,1,4.48,37,2,1,66.1,68,9,33,43
Frank Castillo\castifr01,12,12,5.42,34,33,0,184.1,220,25,69,126
Frank Castillo\castifr01,6,9,5.42,20,19,0,98,113,9,44,67
Frank Castillo\castifr01,6,3,5.42,14,14,0,86.1,107,16,25,59
Tony Castillo*\castito02,4,4,4.91,64,0,4,62.1,74,6,23,42
Mike Cather\cathemi01,2,4,2.39,35,0,0,37.2,23,1,19,29
Norm Charlton*\charlno01,3,8,7.27,71,0,14,69.1,89,7,47,55
Anthony Chavez\chavean01,0,0,0.93,7,0,0,9.2,7,1,5,10
Robinson Checo\checoro01,1,1,3.38,5,2,0,13.1,12,0,3,14
Jason Christiansen*\chrisja01,3,0,2.94,39,0,0,33.2,37,2,17,37
Mark Clark\clarkma01,14,8,3.82,32,31,0,205,213,24,59,123
Mark Clark\clarkma01,8,7,4.25,23,22,0,142,158,18,47,72
Mark Clark\clarkma01,6,1,2.86,9,9,0,63,55,6,12,51
Terry Clark\clarkte01,1,7,6,13,9,0,57,70,6,23,24
Terry Clark\clarkte01,0,3,6.15,4,4,0,26.1,29,3,13,13
Terry Clark\clarkte01,1,4,5.87,9,5,0,30.2,41,3,10,11
Roger Clemens\clemero02,21,7,2.05,34,34,0,264,204,9,68,292
Chris Clemons\clemoch01,0,2,8.53,5,2,0,12.2,19,4,11,8
Brad Clontz\clontbr01,5,1,3.75,51,0,1,48,52,3,18,42
Ken Cloude\cloudke01,4,2,5.12,10,9,0,51,41,8,26,46
Bartolo Colon\colonba01,4,7,5.65,19,17,0,94,107,12,45,66
David Cone\coneda01,12,6,2.82,29,29,0,195,155,17,86,222
Jim Converse\conveji01,0,0,3.6,3,0,0,5,4,2,5,3
Dennis Cook*\cookde01,1,2,3.9,59,0,0,62.1,64,4,28,63
Steve Cooke*\cookest01,9,15,4.3,32,32,0,167.1,184,15,77,109
Rocky Coppinger\coppiro01,1,1,6.3,5,4,0,20,21,2,16,22
Francisco Cordova\cordofr01,11,8,3.63,29,29,0,178.2,175,14,49,121
Rheal Cormier*\cormirh01,0,1,33.75,1,1,0,1.1,4,1,1,0
Jim Corsi\corsiji01,5,3,3.43,52,0,2,57.2,56,1,21,40
Tim Crabtree\crabtti01,3,3,7.08,37,0,2,40.2,65,7,17,26
Joe Crawford*\crawfjo01,4,3,3.3,19,2,0,46.1,36,7,13,25
Doug Creek*\creekdo01,1,2,6.75,3,3,0,13.1,12,1,14,14
Jim Crowell*\croweji01,0,1,9.95,2,1,0,6.1,12,2,5,3
Nelson Cruz\cruzne01,0,2,6.49,19,0,0,26.1,29,6,9,23
John Cummings*\cummijo01,2,0,5.47,19,0,0,24.2,32,3,14,8
Will Cunnane\cunnawi01,6,3,5.81,54,8,0,91.1,114,11,49,79
Jeff D'Amico\d'amije01,9,7,4.71,23,23,0,135.2,139,25,43,94
Omar Daal*\daalom01,2,3,7.06,42,3,1,57.1,82,7,21,44
Omar Daal*\daalom01,1,2,9.79,33,0,1,30.1,48,4,15,16
Omar Daal*\daalom01,1,1,4,9,3,0,27,34,3,6,28
Danny Darwin\darwida01,5,11,4.35,31,24,0,157.1,181,26,45,92
Danny Darwin\darwida01,4,8,4.13,21,17,0,113.1,130,21,31,62
Danny Darwin\darwida01,1,3,4.91,10,7,0,44,51,5,14,30
Jeff Darwin\darwije01,0,1,5.27,14,0,0,13.2,17,1,7,9
Mark Davis*\davisma01,0,0,5.51,19,0,0,16.1,21,4,5,14
Tim Davis*\davisti01,0,0,6.75,2,0,0,6.2,6,1,4,10
Roland de la Maza\delamro01,0,0,4.5,1,0,0,2,1,1,1,1
Rick DeHart*\deharri01,2,1,5.52,23,0,0,29.1,33,7,14,29
Mike DeJean\dejeami01,5,0,3.99,55,0,2,67.2,74,4,24,38
Rich DeLucia\delucri01,6,4,3.89,36,0,3,44,35,5,27,44
Rich DeLucia\delucri01,0,0,10.8,3,0,0,1.2,6,0,0,2
Rich DeLucia\delucri01,6,4,3.61,33,0,3,42.1,29,5,27,42
Elmer Dessens\desseel01,0,0,0,3,0,0,3.1,2,0,0,2
Jason Dickson\dicksja01,13,9,4.29,33,32,0,203.2,236,32,56,115
Jerry Dipoto\dipotje01,5,3,4.7,74,0,16,95.2,108,6,33,74
Glenn Dishman*\dishmgl01,1,2,5.28,7,4,0,29,30,4,8,20
Doug Drabek\drabedo01,12,11,5.74,31,31,0,169.1,170,30,69,85
Darren Dreifort\dreifda01,5,2,2.86,48,0,4,63,45,3,34,63
Roberto Duran*\duranro01,0,0,7.59,13,0,0,10.2,7,0,15,11
Dennis Eckersley\eckerde01,1,5,3.91,57,0,36,53,49,9,8,45
Joey Eischen*\eischjo01,0,0,6.75,1,0,0,1.1,2,0,1,2
Cal Eldred\eldreca01,13,15,4.99,34,34,0,202,207,31,89,122
Alan Embree*\embreal01,3,1,2.54,66,0,0,46,36,1,20,45
Todd Erdos\erdosto01,2,0,5.27,11,0,0,13.2,17,1,4,13
John Ericks\erickjo01,1,0,1.93,10,0,6,9.1,7,1,4,6
Scott Erickson\ericksc01,16,7,3.69,34,33,0,221.2,218,16,61,131
Kelvim Escobar\escobke01,3,2,2.9,27,0,14,31,28,1,19,36
Vaughn Eshelman*\eshelva01,3,3,6.33,21,6,0,42.2,58,3,17,18
Shawn Estes*\estessh01,19,5,3.18,32,32,0,201,162,12,100,181
Bryan Eversgerd*\eversbr01,0,2,20.25,3,0,0,1.1,5,0,3,2
Scott Eyre*\eyresc01,4,4,5.04,11,11,0,60.2,62,11,31,36
Steve Falteisek\faltest01,0,0,3.38,5,0,0,8,8,0,3,2
Jeff Fassero*\fasseje01,16,9,3.61,35,35,0,234.1,226,21,84,189
Alex Fernandez\fernaal01,17,12,3.59,32,32,0,220.2,193,25,69,183
Osvaldo Fernandez\fernaos01,3,4,4.95,11,11,0,56.1,74,9,15,31
Sid Fernandez*\fernasi01,1,0,3.6,1,1,0,5,4,1,2,3
Mike Fetters\fettemi01,1,5,3.45,51,0,6,70.1,62,4,33,62
Chuck Finley*\finlech01,13,6,4.23,25,25,0,164,152,20,65,155
Huck Flener*\flenehu01,0,1,9.87,8,1,0,17.1,40,3,6,9
Bryce Florie\floribr01,4,4,4.32,32,8,0,75,74,4,42,53
Tom Fordham*\fordhto01,0,1,6.23,7,1,0,17.1,17,2,10,10
Tony Fossas*\fossato01,2,7,3.83,71,0,0,51.2,62,7,26,41
Kevin Foster\fosteke01,10,7,4.61,26,25,0,146.1,141,27,66,118
Keith Foulke\foulkke01,4,5,6.38,27,8,3,73.1,88,13,23,54
Keith Foulke\foulkke01,1,5,8.26,11,8,0,44.2,60,9,18,33
Keith Foulke\foulkke01,3,0,3.45,16,0,3,28.2,28,4,5,21
Chad Fox\foxch02,0,1,3.29,30,0,0,27.1,24,4,16,28
John Franco*\francjo01,5,3,2.55,59,0,36,60,49,3,20,53
John Frascatore\frascjo01,5,2,2.48,59,0,0,80,74,5,33,58
Gary Gaetti\gaettga01,0,0,0,1,0,0,0.1,1,0,0,0
Eddie Gaillard\gailled01,1,0,5.31,16,0,1,20.1,16,2,10,12
Rich Garces\garceri01,0,1,4.61,12,0,0,13.2,14,2,9,12
Ramon Garcia\garcira03,9,8,3.69,42,20,1,158.2,155,20,52,120
Mark Gardner\gardnma01,12,9,4.29,30,30,0,180.1,188,28,57,136
Tom Glavine*\glavito02,14,7,2.96,33,33,0,240,197,20,79,152
Wayne Gomes\gomeswa01,5,1,5.27,37,0,0,42.2,45,4,24,24
Geremi Gonzalez\gonzaje01,11,9,4.25,23,23,0,144,126,16,69,93
Dwight Gooden\goodedw01,9,5,4.91,20,19,0,106.1,116,14,53,66
Tom Gordon\gordoto01,6,10,3.74,42,25,11,182.2,155,10,78,159
Rick Gorecki\gorecri01,1,0,15,4,1,0,6,9,3,6,6
Mike Grace\gracemi02,3,2,3.46,6,6,0,39,32,3,10,26
Jeff Granger*\grangje01,0,0,18,9,0,0,5,10,3,8,4
Danny Graves\graveda01,0,0,5.54,15,0,0,26,41,2,20,11
Danny Graves\graveda01,0,0,4.76,5,0,0,11.1,15,2,9,4
Danny Graves\graveda01,0,0,6.14,10,0,0,14.2,26,0,11,7
Tyler Green\greenty01,4,4,4.93,14,14,0,76.2,72,8,45,58
Tommy Greene\greento01,0,1,7,2,2,0,9,10,2,5,11
Buddy Groom*\groombu01,2,2,5.15,78,0,3,64.2,75,9,24,45
Kevin Gross\grosske01,2,1,6.75,12,3,0,25.1,30,4,20,20
Ken Grundt*\grundke01,0,0,9,2,0,0,3,5,0,0,0
Eddie Guardado*\guarded01,0,4,3.91,69,0,1,46,45,7,17,54
Mark Gubicza\gubicma01,0,1,25.07,2,2,0,4.2,13,2,3,5
Eric Gunderson*\gundeer01,2,1,3.26,60,0,1,49.2,45,5,15,31
Mark Guthrie*\guthrma01,1,4,5.32,62,0,1,69.1,71,12,30,42
Juan Guzman\guzmaju01,3,6,4.95,13,13,0,60,48,14,31,52
Darren Hall\hallda01,3,2,2.3,63,0,2,54.2,58,3,26,39
Joey Hamilton\hamiljo02,12,7,4.25,31,29,0,192.2,199,22,69,124
Chris Hammond*\hammoch01,3,4,5.92,29,8,1,65.1,81,5,27,48
Mike Hampton*\hamptmi01,15,10,3.83,34,34,0,223,217,16,77,139
Chris Haney*\haneych01,1,2,4.38,8,3,0,24.2,29,1,5,16
Greg Hansell\hansegr01,0,0,9.64,3,0,0,4.2,5,1,1,5
Erik Hanson\hansoer01,0,0,7.8,3,2,0,15,15,3,6,18
Mike Harkey\harkemi01,1,0,4.3,10,0,0,14.2,12,3,5,6
Pete Harnisch\harnipe01,1,2,7.03,10,8,0,39.2,48,6,23,22
Pete Harnisch\harnipe01,0,1,8.06,6,5,0,25.2,35,5,11,12
Pete Harnisch\harnipe01,1,1,5.14,4,3,0,14,13,1,12,10
Pep Harris\harripe01,5,4,3.62,61,0,0,79.2,82,7,38,56
Reggie Harris\harrire01,1,3,5.3,50,0,0,54.1,55,1,43,45
Shigetoshi Hasegawa\hasegsh01,3,7,3.93,50,7,0,116.2,118,14,46,83
Gary Haught\haughga01,0,0,7.15,6,0,0,11.1,12,3,6,11
LaTroy Hawkins\hawkila01,6,12,5.84,20,20,0,103.1,134,19,47,58
Jimmy Haynes\hayneji01,3,6,4.42,13,13,0,73.1,74,7,40,65
Rick Helling\helliri01,5,9,4.47,41,16,0,131,108,17,69,99
Rick Helling\helliri01,2,6,4.38,31,8,0,76,61,12,48,53
Rick Helling\helliri01,3,3,4.58,10,8,0,55,47,5,21,46
Oscar Henriquez\henrios01,0,1,4.5,4,0,0,4,2,0,3,3
Butch Henry*\henrybu01,7,3,3.52,36,5,6,84.1,89,6,19,51
Doug Henry\henrydo01,4,5,4.71,75,0,3,70.2,70,5,41,69
Pat Hentgen\hentgpa01,15,10,3.68,35,35,0,264,253,31,71,160
Felix Heredia*\heredfe01,5,3,4.29,56,0,0,56.2,53,3,30,54
Wilson Heredia\heredwi01,1,0,3.2,10,0,0,19.2,14,2,16,8
Dustin Hermanson\hermadu01,8,8,3.69,32,28,0,158.1,134,15,66,136
Fernando Hernandez\hernafe01,0,0,40.5,2,0,0,1.1,5,0,3,2
Livan Hernandez\hernali01,9,3,3.18,17,17,0,96.1,81,5,38,72
Roberto Hernandez\hernaro01,10,3,2.45,74,0,31,80.2,67,7,38,82
Roberto Hernandez\hernaro01,5,1,2.44,46,0,27,48,38,5,24,47
Roberto Hernandez\hernaro01,5,2,2.48,28,0,4,32.2,29,2,14,35
Xavier Hernandez\hernaxa01,0,4,4.56,44,0,0,49.1,51,7,22,36
Orel Hershiser\hershor01,14,6,4.47,32,32,0,195.1,199,26,69,107
Ken Hill\hillke01,9,12,4.55,31,31,0,190,194,19,95,106
Ken Hill\hillke01,5,8,5.19,19,19,0,111,129,11,56,68
Ken Hill\hillke01,4,4,3.65,12,12,0,79,65,8,39,38
Sterling Hitchcock*\hitchst01,10,11,5.2,32,28,0,161,172,24,55,106
Trevor Hoffman\hoffmtr01,6,4,2.66,70,0,37,81.1,59,9,24,111
Darren Holmes\holmeda01,9,2,5.34,42,6,3,89.1,113,12,36,70
Chris Holt\holtch01,8,12,3.52,33,32,0,209.2,211,17,61,95
Mike Holtz*\holtzmi01,3,4,3.32,66,0,2,43.1,38,7,15,40
Mark Holzemer*\holzema01,0,0,6,14,0,1,9,9,0,8,7
Rick Honeycutt*\honeyri01,0,0,13.5,2,0,0,2,5,0,1,2
John Hudek\hudekjo01,1,3,5.98,40,0,4,40.2,38,8,33,36
Joe Hudson\hudsojo02,3,1,3.53,26,0,0,35.2,39,1,14,14
Edwin Hurtado\hurtaed01,1,2,9,13,1,0,19,25,5,15,10
Mark Hutton\huttoma01,3,2,4.48,40,1,0,60.1,72,10,26,39
Mark Hutton\huttoma01,3,1,3.78,32,0,0,47.2,50,7,19,29
Mark Hutton\huttoma01,0,1,7.11,8,1,0,12.2,22,3,7,10
Hideki Irabu\irabuhi01,5,4,7.09,13,9,0,53.1,69,15,20,56
Jason Isringhausen\isrinja01,2,2,7.58,6,6,0,29.2,40,3,22,25
Danny Jackson*\jacksda02,2,9,7.58,17,13,0,67.2,98,11,28,32
Danny Jackson*\jacksda02,1,2,7.71,4,4,0,18.2,26,3,8,13
Danny Jackson*\jacksda02,1,7,7.53,13,9,0,49,72,8,20,19
Michael Jackson\jacksmi02,2,5,3.24,71,0,15,75,59,3,29,74
Jason Jacome*\jacomja01,2,0,5.84,28,4,0,49.1,58,10,20,27
Jason Jacome*\jacomja01,0,0,9.45,7,0,0,6.2,13,2,5,3
Jason Jacome*\jacomja01,2,0,5.27,21,4,0,42.2,45,8,15,24
Mike James\jamesmi01,5,5,4.31,58,0,7,62.2,69,3,28,57
Marty Janzen\janzema01,2,1,3.6,12,0,0,25,23,4,13,17
Kevin Jarvis\jarvike01,0,4,7.68,32,5,1,68,99,17,29,48
Kevin Jarvis\jarvike01,0,3,7.08,23,5,0,54.2,78,13,22,36
Kevin Jarvis\jarvike01,0,1,10.13,9,0,1,13.1,21,4,7,12
Kevin Jarvis\jarvike01,0,0,12.46,6,2,0,13,23,4,8,9
Kevin Jarvis\jarvike01,0,3,5.4,17,3,0,41.2,55,9,14,27
Dane Johnson\johnsda05,4,1,4.53,38,0,2,45.2,49,4,31,43
Jason Johnson\johnsja02,0,0,6,3,0,0,6,10,2,1,3
Mike Johnson\johnsmi02,2,6,6.83,25,16,2,89.2,106,20,37,57
Mike Johnson\johnsmi02,0,1,7.94,14,5,2,39.2,52,12,16,29
Mike Johnson\johnsmi02,2,5,5.94,11,11,0,50,54,8,21,28
Randy Johnson*\johnsra05,20,4,2.28,30,29,0,213,147,20,77,291
John Johnstone\johnsjo07,0,0,3.24,18,0,0,25,22,1,14,19
John Johnstone\johnsjo07,0,0,3.38,13,0,0,18.2,15,1,7,15
John Johnstone\johnsjo07,0,0,2.16,10,0,0,16.2,12,0,6,14
John Johnstone\johnsjo07,0,0,2.84,5,0,0,6.1,7,0,7,4
John Johnstone\johnsjo07,0,0,13.5,3,0,0,2,3,1,1,1
Bobby Jones\jonesbo03,15,9,3.63,30,30,0,193.1,177,24,63,125
Bobby Jones*\jonesbo04,1,1,8.38,4,4,0,19.1,30,2,12,5
Doug Jones\jonesdo01,6,6,2.02,75,0,36,80.1,62,4,9,82
Todd Jones\jonesto02,5,4,3.09,68,0,31,70,60,3,35,70
Ricardo Jordan*\jordari03,1,2,5.33,22,0,0,27,31,1,15,19
Mike Judd\juddmi01,0,0,0,1,0,0,2.2,4,0,0,4
Jeff Juden\judenje01,11,6,4.46,30,27,0,161.1,157,23,72,136
Jeff Juden\judenje01,11,5,4.22,22,22,0,130,125,17,57,107
Jeff Juden\judenje01,0,1,5.46,8,5,0,31.1,32,6,15,29
Scott Kamieniecki\kamiesc01,10,6,4.01,30,30,0,179.1,179,20,67,109
Matt Karchner\karchma01,3,1,2.91,52,0,15,52.2,50,4,26,30
Scott Karl*\karlsc01,10,13,4.47,32,32,0,193.1,212,23,67,119
Ryan Karp*\karpry01,1,1,5.4,15,1,0,15,12,2,9,18
Steve Karsay\karsast01,3,12,5.77,24,24,0,132.2,166,20,47,92
Takashi Kashiwada*\kashita01,3,1,4.31,35,0,0,31.1,35,4,18,19
Greg Keagle\keaglgr01,3,5,6.55,11,10,0,45.1,58,9,18,33
Jimmy Key*\keyji01,16,10,3.43,34,34,0,212.1,210,24,82,141
Darryl Kile\kileda01,19,7,2.57,34,34,0,255.2,208,19,94,205
Curtis King\kingcu01,4,2,2.76,30,0,0,29.1,38,0,11,13
Steve Kline*\klinest02,4,4,5.98,46,1,0,52.2,73,10,23,37
Steve Kline*\klinest02,3,1,5.81,20,1,0,26.1,42,6,13,17
Steve Kline*\klinest02,1,3,6.15,26,0,0,26.1,31,4,10,20
Rick Krivda*\krivdri01,4,2,6.3,10,10,0,50,67,7,18,29
Marc Kroon\kroonma01,0,1,6.35,12,0,0,11.1,14,2,5,12
Tim Kubinski*\kubinti01,0,0,5.68,11,0,0,12.2,12,2,6,10
Kerry Lacy\lacyke01,1,1,6.11,33,0,3,45.2,60,7,22,18
Mark Langston*\langsma01,2,4,5.85,9,9,0,47.2,61,8,29,30
Al Leiter*\leiteal01,11,9,4.34,27,27,0,151.1,133,13,91,132
Mark Leiter\leitema01,10,17,5.67,31,31,0,182.2,216,25,64,148
John LeRoy\leroyjo01,1,0,0,1,0,0,2,1,0,3,3
Curt Leskanic\leskacu01,4,0,5.55,55,0,2,58.1,59,8,24,53
Al Levine\levinal01,2,2,6.91,25,0,0,27.1,35,4,16,22
Richie Lewis\lewisri01,2,0,8.88,18,0,0,24.1,28,10,18,16
Richie Lewis\lewisri01,2,0,9.64,14,0,0,18.2,24,7,15,12
Richie Lewis\lewisri01,0,0,6.35,4,0,0,5.2,4,3,3,4
Cory Lidle\lidleco01,7,2,3.53,54,2,2,81.2,86,7,20,54
Jon Lieber\liebejo01,11,14,4.49,33,32,0,188.1,193,23,51,160
Kerry Ligtenberg\ligteke01,1,0,3,15,0,1,15,12,4,4,19
Jose Lima\limajo01,1,6,5.28,52,1,2,75,79,9,16,63
Felipe Lira\lirafe01,5,11,6.34,28,18,0,110.2,132,18,55,73
Felipe Lira\lirafe01,5,7,5.77,20,15,0,92,101,15,45,64
Felipe Lira\lirafe01,0,4,9.16,8,3,0,18.2,31,3,10,9
Graeme Lloyd*\lloydgr01,1,1,3.31,46,0,1,49,55,6,20,26
Esteban Loaiza\loaizes01,11,11,4.13,33,32,0,196.1,214,17,56,122
Rich Loiselle\loiseri01,1,5,3.1,72,0,29,72.2,76,7,24,66
Joey Long*\longjo01,0,0,8.18,10,0,0,11,17,1,8,8
Albie Lopez\lopezal02,3,7,6.93,37,6,0,76.2,101,11,40,63
Andrew Lorraine*\lorraan01,3,1,6.37,12,6,0,29.2,45,2,15,18
Derek Lowe\lowede01,2,6,6.13,20,9,0,69,74,11,23,52
Derek Lowe\lowede01,2,4,6.96,12,9,0,53,59,11,20,39
Derek Lowe\lowede01,0,2,3.38,8,0,0,16,15,0,3,13
Sean Lowe\lowese01,0,2,9.35,6,4,0,17.1,27,2,10,8
Eric Ludwick\ludwier01,1,5,8.51,11,5,0,30.2,44,8,22,21
Eric Ludwick\ludwier01,0,1,9.45,5,0,0,6.2,12,1,6,7
Eric Ludwick\ludwier01,1,4,8.25,6,5,0,24,32,7,16,14
Greg Maddux\maddugr01,19,4,2.2,33,33,0,232.2,200,9,20,177
Mike Maddux\maddumi01,1,0,10.13,6,0,0,10.2,20,1,8,7
