Name,W,L,ERA,G,GS,SV,IP,H,HR,BB,SO
Calvin Maduro\madurca01,3,7,7.23,15,13,0,71,83,12,41,31
Mike Magnante*\magnami01,3,1,2.27,40,0,1,47.2,39,2,11,43
Ron Mahay*\mahayro01,3,0,2.52,28,0,0,25,19,3,11,22
Pat Mahomes\mahompa01,1,0,8.1,10,0,0,10,15,2,10,5
Sean Maloney\malonse01,0,0,5.14,3,0,0,7,7,1,2,5
Barry Manuel\manueba01,0,1,5.26,19,0,0,25.2,35,6,13,21
Josias Manzanillo\manzajo01,0,1,5.4,16,0,0,18.1,19,3,17,18
Tom Martin*\martito02,5,3,2.09,55,0,2,56,52,2,23,36
Dennis Martinez\martide01,1,5,7.71,9,9,0,49,65,8,29,17
Pedro Martinez*\martipe03,1,1,9.45,8,0,0,6.2,8,1,7,4
Pedro Martinez\martipe02,17,8,1.9,31,31,0,241.1,158,16,67,305
Ramon Martinez\martira02,10,5,3.64,22,22,0,133.2,123,14,68,120
T.J. Mathews\mathet.01,10,6,3.01,64,0,3,74.2,75,9,30,70
T.J. Mathews\mathet.01,4,4,2.15,40,0,0,46,41,4,18,46
T.J. Mathews\mathet.01,6,2,4.4,24,0,3,28.2,34,5,12,24
Terry Mathews\mathete01,4,4,4.41,57,0,1,63.1,63,8,36,39
Darrell May*\mayda02,2,1,5.23,29,2,0,51.2,56,6,25,42
Jamie McAndrew\mcandja01,1,1,8.38,5,4,0,19.1,24,1,23,8
Greg McCarthy*\mccargr01,1,1,5.46,37,0,0,29.2,26,4,16,34
Jeff McCurry\mccurje01,1,4,4.43,33,0,0,40.2,43,7,20,19
Allen McDill*\mcdilal01,0,0,13.5,3,0,0,4,3,1,8,2
Ben McDonald\mcdonbe01,8,7,4.06,21,21,0,133,120,13,36,110
Jack McDowell\mcdowja01,3,3,5.09,8,6,0,40.2,44,6,18,38
Chuck McElroy*\mcelrch01,1,3,3.84,61,0,1,75,73,5,22,62
Chuck McElroy*\mcelrch01,0,0,3.45,13,0,0,15.2,17,2,3,18
Chuck McElroy*\mcelrch01,1,3,3.94,48,0,1,59.1,56,3,19,44
Tom McGraw*\mcgrato01,0,0,0,2,0,0,1.2,2,0,1,0
Greg McMichael\mcmicgr01,7,10,2.98,73,0,7,87.2,73,8,27,81
Jim Mecir\mecirji01,0,4,5.88,25,0,0,33.2,36,5,10,25
Ramiro Mendoza\mendora01,8,6,4.24,39,15,2,133.2,157,15,28,82
Paul Menhart\menhapa01,2,3,4.7,9,8,0,44,42,6,13,22
Jose Mercedes\mercejo02,7,10,3.79,29,23,0,159,146,24,53,80
Kent Mercker*\merckke01,8,11,3.92,28,25,0,144.2,135,16,62,75
Jose Mesa\mesajo01,4,4,2.4,66,0,16,82.1,83,7,28,69
Dan Miceli\micelda01,3,2,5.01,71,0,3,82.2,77,13,38,79
Kurt Miller\milleku01,0,1,9.82,7,0,0,7.1,12,2,7,7
Travis Miller*\milletr01,1,5,7.63,13,7,0,48.1,64,8,23,26
Alan Mills\millsal01,2,3,4.89,39,0,0,38.2,41,5,33,32
Kevin Millwood\millwke01,5,3,4.03,12,8,0,51.1,55,1,21,42
Mike Mimbs*\mimbsmi01,0,3,7.53,17,1,0,28.2,31,6,27,29
Nate Minchey\minchna01,0,0,13.5,2,0,0,2,5,0,1,1
Blas Minor\minorbl01,1,0,4.5,11,0,1,12,13,1,5,6
Angel Miranda*\miranan01,0,0,3.86,10,0,0,14,17,1,9,8
Mike Misuraca\misurmi01,0,0,11.32,5,0,0,10.1,15,5,7,10
Dave Mlicki\mlickda01,8,12,4,32,32,0,193.2,194,21,76,157
Brian Moehler\moehlbr01,11,12,4.67,31,31,0,175.1,198,22,61,97
Mike Mohler*\mohlemi01,1,10,5.13,62,10,1,101.2,116,11,54,66
Jeff Montgomery\montgje01,1,4,3.49,55,0,14,59.1,53,9,18,48
Steve Montgomery\montgst01,0,1,9.95,4,0,0,6.1,10,2,8,1
Eric Moody\moodyer01,0,1,4.26,10,1,0,19,26,4,2,12
Ramon Morel\morelra01,0,0,4.76,8,0,0,11.1,14,3,7,7
Ramon Morel\morelra01,0,0,4.7,5,0,0,7.2,11,2,4,4
Ramon Morel\morelra01,0,0,4.91,3,0,0,3.2,3,1,3,3
Mike Morgan\morgami01,9,12,4.78,31,30,0,162,165,13,49,103
Alvin Morman*\mormaal01,0,0,5.89,34,0,2,18.1,19,2,14,13
Matt Morris\morrima01,12,9,3.19,33,33,0,217,208,12,69,149
Jamie Moyer*\moyerja01,17,5,3.86,30,30,0,188.2,187,21,43,113
Terry Mulholland*\mulhote01,6,13,4.24,40,27,0,186.2,190,24,51,99
Terry Mulholland*\mulhote01,6,12,4.07,25,25,0,157,162,20,45,74
Terry Mulholland*\mulhote01,0,1,5.16,15,2,0,29.2,28,4,6,25
Bobby Munoz\munozbo01,1,5,8.91,8,7,0,33.1,47,4,15,20
Mike Munoz*\munozmi01,3,3,4.53,64,0,2,45.2,52,4,13,26
Heath Murray*\murrahe01,1,2,6.75,17,3,0,33.1,50,3,21,16
Mike Mussina\mussimi01,15,8,3.2,33,33,0,224.2,197,27,54,218
Mike Myers*\myersmi01,0,4,5.7,88,0,2,53.2,58,12,25,50
Randy Myers*\myersra01,2,3,1.51,61,0,45,59.2,47,2,22,56
Rodney Myers\myersro01,0,0,6,5,1,0,9,12,1,7,6
Charles Nagy\nagych01,15,11,4.28,34,34,0,227,253,27,77,149
Dan Naulty\naultda01,1,1,5.87,29,0,1,30.2,29,8,10,23
Jaime Navarro\navarja01,9,14,5.79,33,33,0,209.2,267,22,73,142
Denny Neagle*\neaglde01,20,5,2.97,34,34,0,233.1,204,18,49,172
Jeff Nelson\nelsoje01,3,7,2.86,77,0,2,78.2,53,7,37,81
Robb Nen\nenro01,9,3,3.89,73,0,35,74,72,7,40,81
Hideo Nomo\nomohi01,14,12,4.25,33,33,0,207.1,193,23,92,233
Ryan Nye\nyery01,0,2,8.25,4,2,0,12,20,2,9,7
Chad Ogea\ogeach01,8,9,4.99,21,21,0,126.1,139,13,47,80
Kirt Ojala*\ojalaki01,1,2,3.14,7,5,0,28.2,28,4,18,19
Omar Olivares\olivaom01,6,10,4.97,32,31,0,177.1,191,18,81,103
Omar Olivares\olivaom01,5,6,4.7,19,19,0,115,110,8,53,74
Omar Olivares\olivaom01,1,4,5.49,13,12,0,62.1,81,10,28,29
Darren Oliver*\oliveda02,13,12,4.2,32,32,0,201.1,213,29,82,104
Gregg Olson\olsongr01,4,3,5.58,45,0,1,50,58,3,28,34
Gregg Olson\olsongr01,0,0,18.36,11,0,0,8.1,19,0,11,6
Gregg Olson\olsongr01,4,3,3.02,34,0,1,41.2,39,3,17,28
Mike Oquist\oquismi01,4,6,5.02,19,17,0,107.2,111,15,43,72
Jesse Orosco*\oroscje01,6,3,2.32,71,0,0,50.1,29,6,30,46
Donovan Osborne*\osbordo01,3,7,4.93,14,14,0,80.1,84,10,23,51
Antonio Osuna\osunaan01,3,4,2.19,48,0,0,61.2,46,6,19,68
Lance Painter*\paintla01,1,1,4.76,14,0,0,17,13,1,8,11
Donn Pall\palldo01,0,0,3.86,2,0,0,2.1,3,1,1,0
Jose Paniagua\paniajo01,1,2,12,9,3,0,18,29,2,16,8
Chan Ho Park\parkch01,14,8,3.38,32,29,0,192,149,24,70,166
Bob Patterson*\pattebo01,1,6,3.34,76,0,0,59.1,47,9,10,58
Danny Patterson\patteda04,10,6,3.42,54,0,1,71,70,3,23,69
Roger Pavlik\pavliro01,3,5,4.37,11,11,0,57.2,59,7,31,35
Troy Percival\percitr01,5,5,3.46,55,0,27,52,40,6,22,72
Carlos Perez*\perezca01,12,13,3.88,33,32,0,206.2,206,21,48,110
Mike Perez\perezmi01,2,0,3.54,16,0,0,20.1,15,2,8,17
Yorkis Perez*\perezyo01,0,1,8.31,9,0,0,8.2,15,2,4,7
Matt Perisho*\perisma01,0,2,6,11,8,0,45,59,6,28,35
Robert Person\persoro01,5,10,5.61,23,22,0,128.1,125,19,60,99
Chris Peters*\peterch01,2,2,4.58,31,1,0,37.1,38,6,21,17
Mark Petkovsek\petkoma01,4,7,5.06,55,2,2,96,109,14,31,51
Andy Pettitte*\pettian01,18,7,2.88,35,35,0,240.1,233,7,65,166
Hipolito Pichardo\pichahi01,3,5,4.22,47,0,11,49,51,7,24,34
Marc Pisciotta\piscima01,3,1,3.18,24,0,0,28.1,20,1,16,21
Jim Pittsley\pittsji01,5,8,5.46,21,21,0,112,120,15,54,52
Erik Plantenberg*\planter01,0,0,4.91,35,0,0,25.2,25,1,12,12
Dan Plesac*\plesada01,2,4,3.58,73,0,1,50.1,47,8,19,61
Eric Plunk\plunker01,4,5,4.66,55,0,0,65.2,62,12,36,66
Jim Poole*\pooleji02,3,1,7.11,63,0,0,49.1,73,6,25,26
Mark Portugal\portuma01,0,2,4.61,3,3,0,13.2,17,0,5,2
Jay Powell\powelja04,7,2,3.28,74,0,2,79.2,71,3,30,65
Ariel Prieto\prietar01,6,8,5.04,22,22,0,125,155,16,70,90
Tim Pugh\pughti01,1,1,5,2,2,0,9,6,0,5,4
Paul Quantrill\quantpa01,6,7,1.94,77,0,5,88,103,5,17,56
Scott Radinsky*\radinsc01,5,1,2.89,75,0,3,62.1,54,4,21,44
Brad Radke\radkebr01,20,10,3.87,35,35,0,239.2,238,28,48,174
Brady Raggio\raggibr01,1,2,6.89,15,4,0,31.1,44,1,16,21
Edgar Ramos\ramosed01,0,2,5.14,4,2,0,14,15,3,6,4
Pat Rapp\rapppa01,5,8,4.83,27,25,0,141.2,158,16,72,92
Pat Rapp\rapppa01,4,6,4.47,19,19,0,108.2,121,11,51,64
Pat Rapp\rapppa01,1,2,6,8,6,0,33,37,5,21,28
Rick Reed\reedri01,13,9,2.89,33,31,0,208.1,186,19,31,113
Steve Reed\reedst01,4,6,4.04,63,0,6,62.1,49,10,27,43
Bryan Rekar\rekarbr01,1,0,5.79,2,2,0,9.1,11,3,6,4
Mike Remlinger*\remlimi01,8,8,4.14,69,12,2,124,100,11,60,145
Alberto Reyes\reyesal01,1,2,5.46,19,0,1,29.2,32,4,9,28
Carlos Reyes\reyesca01,3,4,5.82,37,6,0,77.1,101,13,25,43
Dennys Reyes*\reyesde01,2,3,3.83,14,5,0,47,51,4,18,36
Shane Reynolds\reynosh01,9,10,4.23,30,30,0,181,189,19,47,152
Armando Reynoso\reynoar02,6,3,4.53,16,16,0,91.1,95,7,29,47
Arthur Rhodes*\rhodear01,10,3,3.02,53,0,1,95.1,75,9,26,102
Brad Rigby\rigbybr01,1,7,4.87,14,14,0,77.2,92,14,22,34
Ricardo Rincon*\rincori01,4,8,3.45,62,0,4,60,51,5,24,71
Danny Rios\riosda01,0,0,19.29,2,0,0,2.1,9,3,2,1
Bill Risley\rislebi01,0,1,8.31,3,0,0,4.1,3,2,2,2
Todd Ritchie\ritchto01,2,3,4.58,42,0,0,74.2,87,11,28,44
Kevin Ritz\ritzke01,6,8,5.87,18,18,0,107.1,142,16,46,56
Mariano Rivera\riverma01,6,4,1.88,66,0,43,71.2,65,5,20,68
Joe Roa\roajo01,2,5,5.21,28,3,0,65.2,86,8,20,34
Rich Robertson*\roberri02,8,12,5.69,31,26,0,147,169,19,70,69
Ken Robinson\robinke01,0,0,2.7,3,0,0,3.1,1,1,1,4
Felix Rodriguez\rodrife01,0,0,4.3,26,1,0,46,48,2,28,34
Frankie Rodriguez\rodrifr02,3,6,4.62,43,15,0,142.1,147,12,60,65
Nerio Rodriguez\rodrine01,2,1,4.91,6,2,0,22,21,2,8,11
Rich Rodriguez*\rodriri02,4,3,3.17,71,0,1,65.1,65,7,21,32
Kenny Rogers*\rogerke01,6,7,5.65,31,22,0,145,161,18,62,78
Mel Rojas\rojasme01,0,6,4.64,77,0,15,85.1,78,15,36,93
Mel Rojas\rojasme01,0,4,4.42,54,0,13,59,54,11,30,61
Mel Rojas\rojasme01,0,2,5.13,23,0,2,26.1,24,4,6,32
Jose Rosado*\rosadjo01,9,12,4.69,33,33,0,203.1,208,26,73,129
Brian Rose\rosebr01,0,0,12,1,1,0,3,5,0,2,3
Matt Ruebel*\ruebema01,3,2,6.32,44,0,0,62.2,77,8,27,50
Kirk Rueter*\rueteki01,13,6,3.45,32,32,0,190.2,194,17,51,115
Scott Ruffcorn\ruffcsc01,0,3,7.71,18,4,0,39.2,42,4,36,33
Bruce Ruffin*\ruffibr01,0,2,5.32,23,0,7,22,18,3,18,31
Glendon Rusch*\ruschgl01,6,9,5.5,30,27,0,170.1,206,28,52,116
Ken Ryan\ryanke01,1,0,9.58,22,0,0,20.2,31,5,13,10
Bret Saberhagen\saberbr01,0,1,6.58,6,6,0,26,30,5,10,14
A.J. Sager\sagera.01,3,4,4.18,38,1,3,84,81,10,24,53
Scott Sanders\sandesc02,6,14,5.86,47,20,2,139.2,152,30,62,120
Scott Sanders\sandesc02,3,6,6.47,33,6,2,65.1,73,16,38,62
Scott Sanders\sandesc02,3,8,5.33,14,14,0,74.1,79,14,24,58
Julio Santana\santaju01,4,6,6.75,30,14,0,104,141,16,49,64
Jose Santiago\santijo03,0,0,1.93,4,0,0,4.2,7,0,2,1
Tony Saunders*\saundto01,4,6,4.61,22,21,0,111.1,99,12,64,102
Curt Schilling\schilcu01,17,11,2.97,35,35,0,254.1,208,25,58,319
Jason Schmidt\schmija01,10,9,4.6,32,32,0,187.2,193,16,76,136
Pete Schourek*\schoupe01,5,8,5.42,18,17,0,84.2,78,18,38,59
Tim Scott\scottti01,1,1,8.14,17,0,0,21,30,2,7,16
Tim Scott\scottti01,1,1,7.85,14,0,0,18.1,25,2,5,14
Tim Scott\scottti01,0,0,10.13,3,0,0,2.2,5,0,2,2
Aaron Sele\seleaa01,13,12,5.38,33,33,0,177.1,196,25,80,122
Dan Serafini*\serafda01,2,1,3.42,6,4,0,26.1,27,1,11,15
Scott Service\servisc01,0,3,6.45,16,0,0,22.1,28,2,6,22
Scott Service\servisc01,0,0,11.81,4,0,0,5.1,11,1,1,3
Scott Service\servisc01,0,3,4.76,12,0,0,17,17,1,5,19
Jeff Shaw\shawje01,4,2,2.38,78,0,42,94.2,79,7,12,74
Paul Shuey\shueypa01,4,2,6.2,40,0,2,45,52,5,28,46
Jose Silva\silvajo01,2,1,5.94,11,4,0,36.1,52,4,16,30
Bill Simas\simasbi01,3,1,4.14,40,0,1,41.1,46,6,24,38
Mike Sirotka*\sirotmi01,3,0,2.25,7,4,0,32,36,4,5,24
Heathcliff Slocumb\slocuhe01,0,9,5.16,76,0,27,75,84,6,49,64
Heathcliff Slocumb\slocuhe01,0,5,5.79,49,0,17,46.2,58,4,34,36
Heathcliff Slocumb\slocuhe01,0,4,4.13,27,0,10,28.1,26,2,15,28
Aaron Small\smallaa01,9,5,4.28,71,0,4,96.2,109,6,40,57
John Smiley*\smilejo01,11,14,5.31,26,26,0,154.1,184,26,41,120
John Smiley*\smilejo01,9,10,5.23,20,20,0,117,139,17,31,94
John Smiley*\smilejo01,2,4,5.54,6,6,0,37.1,45,9,10,26
Lee Smith\smithle02,0,1,5.82,25,0,5,21.2,28,2,8,15
Pete Smith\smithpe02,7,6,4.81,37,15,1,118,120,16,52,68
John Smoltz\smoltjo01,15,12,3.02,35,35,0,256,234,21,63,241
Clint Sodowsky\sodowcl01,2,2,3.63,45,0,0,52,49,6,34,51
Paul Spoljaric*\spoljpa01,0,3,3.69,57,0,3,70.2,61,4,36,70
Paul Spoljaric*\spoljpa01,0,3,3.19,37,0,3,48,37,3,21,43
Paul Spoljaric*\spoljpa01,0,0,4.76,20,0,0,22.2,24,1,15,27
Jerry Spradlin\spradje01,4,8,4.74,76,0,1,81.2,86,9,27,67
Dennis Springer\sprinde01,9,9,5.18,32,28,0,194.2,199,32,73,75
Russ Springer\sprinru01,3,3,4.23,54,0,3,55.1,48,4,27,74
Rob Stanifer\staniro01,1,2,4.6,36,0,1,45,43,9,16,28
Mike Stanton*\stantmi02,6,1,2.57,64,0,3,66.2,50,3,34,70
Garrett Stephenson\stephga01,8,6,3.15,20,18,0,117,104,11,38,81
Dave Stevens\steveda01,1,5,9.19,16,6,0,32.1,54,8,26,29
Dave Stevens\steveda01,1,3,9,6,6,0,23,41,8,17,16
Dave Stevens\steveda01,0,2,9.64,10,0,0,9.1,13,0,9,13
Todd Stottlemyre\stottto01,12,9,3.88,28,28,0,181,155,16,65,160
Everett Stull\stullev01,0,1,16.2,3,0,0,3.1,7,1,4,2
Tanyon Sturtze\sturtta01,1,1,8.27,9,5,0,32.2,45,6,18,18
Scott Sullivan\sullisc01,5,3,3.24,59,0,1,97.1,79,12,30,96
Jeff Suppan\suppaje01,7,3,5.69,23,22,0,112.1,140,12,36,67
Dave Swartzbaugh\swartda01,0,1,9,2,2,0,8,12,1,7,4
Bill Swift\swiftbi02,4,6,6.34,14,13,0,65.1,85,11,26,29
Greg Swindell*\swindgr01,7,4,3.58,65,1,1,115.2,102,12,25,75
Jeff Tabaka*\tabakje01,0,0,4.5,3,0,0,2,1,1,1,1
Kevin Tapani\tapanke01,9,3,3.39,13,13,0,85,77,7,23,55
Ramon Tatis*\tatisra01,1,1,5.34,56,0,0,55.2,66,13,29,33
Julian Tavarez\tavarju01,6,4,3.87,89,0,0,88.1,91,6,34,38
Billy Taylor\taylobi04,3,4,3.82,72,0,23,73,70,3,36,66
Amaury Telemaco\telemam01,0,3,6.16,10,5,0,38,47,4,11,29
Anthony Telford\telfoan01,4,6,3.24,65,0,1,89,77,11,33,61
Dave Telgheder\telghda01,4,6,6.06,20,19,0,101,134,15,35,55
Bob Tewksbury\tewksbo01,8,13,4.22,26,26,0,168.2,200,12,31,92
Larry Thomas*\thomala01,0,0,8.1,5,0,0,3.1,3,1,2,0
Justin Thompson*\thompju02,15,11,3.02,32,32,0,223.1,188,20,66,151
Mark Thompson\thompma01,3,3,7.89,6,6,0,29.2,40,8,13,9
John Thomson\thomsjo01,7,9,4.71,27,27,0,166.1,193,15,51,106
Mike Thurman\thurmmi01,1,0,5.4,5,2,0,11.2,8,3,4,8
Mike Timlin\timlimi01,6,4,3.22,64,0,10,72.2,69,8,20,45
Mike Timlin\timlimi01,3,2,2.87,38,0,9,47,41,6,15,36
Mike Timlin\timlimi01,3,2,3.86,26,0,1,25.2,28,2,5,9
Brett Tomko\tomkobr01,11,7,3.43,22,19,0,126,106,14,47,95
Salomon Torres\torresa01,0,0,9.82,14,0,0,25.2,32,2,15,11
Salomon Torres\torresa01,0,0,27,2,0,0,3.1,7,0,3,0
Salomon Torres\torresa01,0,0,7.25,12,0,0,22.1,25,2,12,11
Steve Trachsel\trachst01,8,12,4.51,34,34,0,201.1,225,32,69,160
Ricky Trlicek\trlicri01,3,4,5.57,27,0,0,32.1,36,4,23,14
Ricky Trlicek\trlicri01,3,4,4.63,18,0,0,23.1,26,2,18,10
Ricky Trlicek\trlicri01,0,0,8,9,0,0,9,10,2,5,4
Mike Trombley\trombmi01,2,3,4.37,67,0,1,82.1,77,7,31,74
Ugueth Urbina\urbinug01,5,8,3.78,63,0,27,64.1,52,9,29,84
Marc Valdes\valdema01,4,4,3.13,48,7,2,95,84,2,39,54
Ismael Valdez\valdeis01,10,11,2.65,30,30,0,196.2,171,16,47,140
Fernando Valenzuela*\valenfe01,2,12,4.96,18,18,0,89,106,12,46,61
Fernando Valenzuela*\valenfe01,2,8,4.75,13,13,0,66.1,84,10,32,51
Fernando Valenzuela*\valenfe01,0,4,5.56,5,5,0,22.2,22,2,14,10
William VanLandingham\vanlawi01,4,7,4.96,18,17,0,89,80,11,59,52
Dario Veras\verasda01,2,1,5.11,23,0,0,24.2,28,5,12,21
Dave Veres\veresda01,2,3,3.48,53,0,1,62,68,5,27,47
Randy Veres\veresra01,4,0,3.31,24,0,1,35.1,36,4,7,28
Ron Villone*\villoro01,1,0,3.42,50,0,0,52.2,54,4,36,40
Ed Vosberg*\vosbeed01,2,3,4.42,59,0,1,53,59,3,21,37
Ed Vosberg*\vosbeed01,1,2,4.61,42,0,0,41,44,3,15,29
Ed Vosberg*\vosbeed01,1,1,3.75,17,0,1,12,15,0,6,8
Terrell Wade*\wadete01,2,3,5.36,12,9,0,42,60,6,16,35
Billy Wagner*\wagnebi02,7,8,2.85,62,0,23,66.1,49,5,30,106
Paul Wagner\wagnepa01,1,0,4.5,16,0,0,18,20,4,13,9
Paul Wagner\wagnepa01,0,0,3.94,14,0,0,16,17,3,13,9
Paul Wagner\wagnepa01,1,0,9,2,0,0,2,3,1,0,0
Dave Wainhouse\wainhda01,0,1,8.04,25,0,0,28,34,2,17,21
Tim Wakefield\wakefti01,12,15,4.25,35,29,0,201.1,193,24,87,151
Jamie Walker*\walkeja01,3,3,5.44,50,0,0,43,46,6,20,24
Donne Wall\walldo01,2,5,6.26,8,8,0,41.2,53,8,16,25
Jeff Wallace*\wallaje01,0,0,0.75,11,0,0,12,8,0,8,14
John Wasdin\wasdijo01,4,6,4.4,53,7,0,124.2,121,18,38,84
Allen Watson*\watsoal01,12,12,4.93,35,34,0,199,220,37,73,141
David Weathers\weathda01,1,3,8.42,19,1,0,25.2,38,3,15,18
David Weathers\weathda01,0,1,10,10,0,0,9,15,1,7,4
David Weathers\weathda01,1,2,7.56,9,1,0,16.2,23,2,8,14
Bob Wells\wellsbo01,2,0,5.75,46,1,2,67.1,88,11,18,51
David Wells*\wellsda01,16,10,4.21,32,32,0,218,239,24,45,156
Turk Wendell\wendetu01,3,5,4.36,65,0,5,76.1,68,7,53,64
Turk Wendell\wendetu01,3,5,4.2,52,0,4,60,53,4,39,54
Turk Wendell\wendetu01,0,0,4.96,13,0,1,16.1,15,3,14,10
Don Wengert\wengedo01,5,11,6.04,49,12,2,134,177,21,41,68
John Wetteland\wettejo01,7,2,1.94,61,0,31,65,43,5,21,63
Matt Whisenant*\whisema01,1,0,4.57,28,0,0,21.2,19,0,18,20
Matt Whisenant*\whisema01,0,0,16.88,4,0,0,2.2,4,0,6,4
Matt Whisenant*\whisema01,1,0,2.84,24,0,0,19,15,0,12,16
Gabe White*\whitega01,2,2,4.39,12,6,1,41,39,6,8,25
Matt Whiteside\whitema02,4,1,5.08,42,1,0,72.2,85,4,26,44
Bob Wickman\wickmbo01,7,6,2.73,74,0,1,95.2,89,8,41,78
Marc Wilkins\wilkima01,9,5,3.69,70,0,2,75.2,65,7,33,47
Brian Williams\willibr01,0,0,3,13,0,0,24,20,0,18,14
Mike Williams\willimi03,0,2,6.43,10,0,1,14,20,1,8,10
Mitch Williams*\willimi02,0,1,10.8,7,0,0,6.2,11,2,7,10
Shad Williams\willish01,0,0,0,1,0,0,1,1,0,1,0
Woody Williams\williwo02,9,14,4.35,31,31,0,194.2,201,31,66,124
Scott Winchester\winchsc01,0,0,6,5,0,0,6,9,1,2,3
Darrin Winston*\winstda01,2,0,5.25,7,1,0,12,8,4,3,8
Jay Witasick\witasja01,0,0,5.73,8,0,0,11,14,2,6,8
Bobby Witt\wittbo01,12,12,4.82,34,32,0,209,245,33,74,121
Mark Wohlers\wohlema01,5,7,3.5,71,0,33,69.1,57,4,38,92
Steve Wojciechowski*\wojcist01,0,2,7.84,2,2,0,10.1,17,2,1,5
Bob Wolcott\wolcobo01,5,6,6.03,19,18,0,100,129,22,29,58
Steve Woodard\woodast01,3,3,5.15,7,7,0,36.2,39,5,6,32
Tim Worrell\worreti01,4,8,5.16,60,10,3,106.1,116,14,50,81
Todd Worrell\worreto01,2,6,5.28,65,0,35,59.2,60,12,23,61
Jamey Wright\wrighja01,8,12,6.25,26,26,0,149.2,198,19,71,59
Jaret Wright\wrighja02,8,3,4.38,16,16,0,90.1,81,9,35,63
Esteban Yan\yanes01,0,1,15.83,3,2,0,9.2,20,3,7,4
